customer_id,total_orders,total_revenue,average_order_value
14186,5,1550.63,310.13
16366,4,1548.13,387.03
17454,10,1547.94,154.79
14754,6,1547.93,257.99
16461,3,1545.83,515.28
16790,6,1545.62,257.6
16017,5,1545.58,309.12
18036,11,1545.49,140.5
16915,11,1543.18,140.29
13783,4,1542.09,385.52
17837,8,1541.23,192.65
13310,5,1541.2,308.24
13579,5,1539.04,307.81
16835,6,1538.41,256.4
15798,3,1535.37,511.79
13402,4,1535.13,383.78
14695,3,1534.22,511.41
18252,7,1533.69,219.1
16491,2,1533.16,766.58
14567,2,1530.36,765.18
15701,4,1529.0,382.25
17990,6,1527.61,254.6
12926,4,1523.97,380.99
15587,7,1522.08,217.44
16066,5,1521.04,304.21
14055,3,1520.96,506.99
14264,6,1517.36,252.89
14068,4,1516.72,379.18
14267,3,1516.24,505.41
13791,2,1516.0,758.0
14220,4,1515.0,378.75
14682,6,1514.81,252.47
17764,5,1513.57,302.71
17610,5,1511.94,302.39
17977,2,1511.45,755.72
17025,5,1510.64,302.13
16037,5,1509.34,301.87
15948,3,1509.09,503.03
18074,2,1509.04,754.52
16910,8,1508.96,188.62
13158,5,1508.18,301.64
15261,4,1508.0,377.0
17179,6,1507.26,251.21
18022,5,1507.25,301.45
15110,6,1505.85,250.97
16450,3,1505.73,501.91
14802,2,1502.98,751.49
13810,3,1499.01,499.67
16714,4,1497.33,374.33
15590,5,1496.6,299.32
16340,3,1496.24,498.75
15882,8,1495.98,187.0
15173,7,1494.6,213.51
14894,3,1492.81,497.6
16239,6,1492.2,248.7
16314,3,1491.4,497.13
18268,6,1490.23,248.37
13042,3,1488.59,496.2
17290,8,1487.96,186.0
14609,10,1486.2,148.62
15630,3,1481.4,493.8
15101,6,1477.94,246.32
14246,3,1474.06,491.35
17590,3,1468.02,489.34
13138,7,1467.24,209.61
13500,4,1466.3,366.57
16419,8,1463.7,182.96
12882,2,1463.04,731.52
16586,3,1462.78,487.59
17978,4,1460.91,365.23
18196,4,1457.19,364.3
15071,4,1455.56,363.89
16569,5,1455.23,291.05
12970,10,1453.6,145.36
13165,3,1451.16,483.72
13361,2,1450.5,725.25
15574,6,1450.48,241.75
14657,6,1450.19,241.7
16121,5,1450.04,290.01
15876,2,1449.14,724.57
13023,3,1449.03,483.01
15076,3,1447.74,482.58
17582,5,1446.95,289.39
17073,4,1446.09,361.52
13583,2,1445.03,722.52
15636,4,1444.58,361.14
17175,4,1443.69,360.92
17734,6,1442.32,240.39
18106,6,1441.06,240.18
18066,3,1440.4,480.13
13543,2,1439.61,719.81
14071,8,1437.57,179.7
16088,2,1437.43,718.71
13278,4,1435.85,358.96
12805,4,1434.95,358.74
12389,3,1433.33,477.78
17941,4,1433.28,358.32
13475,4,1431.78,357.94
15427,3,1430.54,476.85
15468,3,1430.48,476.83
14684,6,1430.03,238.34
17950,7,1429.46,204.21
13159,4,1429.35,357.34
18071,6,1428.63,238.11
14412,3,1426.19,475.4
17411,5,1425.38,285.08
18221,6,1424.94,237.49
13145,7,1423.52,203.36
16980,3,1422.83,474.28
17438,5,1422.77,284.55
15106,5,1422.52,284.5
16463,4,1422.4,355.6
14019,3,1421.61,473.87
15799,4,1421.34,355.34
14775,3,1418.46,472.82
16173,6,1418.32,236.39
17856,4,1418.03,354.51
15223,5,1417.95,283.59
16245,3,1413.66,471.22
17496,4,1412.89,353.22
15237,4,1412.32,353.08
16848,4,1411.62,352.91
15444,2,1411.21,705.61
16906,7,1410.92,201.56
17714,5,1410.18,282.04
17545,6,1409.86,234.98
16854,2,1408.96,704.48
13049,4,1408.24,352.06
12695,7,1407.12,201.02
15652,5,1405.94,281.19
14909,3,1404.68,468.23
12765,6,1404.58,234.1
18189,3,1403.73,467.91
15186,5,1403.2,280.64
13259,9,1402.54,155.84
14687,3,1402.06,467.35
16926,5,1399.86,279.97
18202,3,1396.99,465.66
16129,3,1396.05,465.35
14487,7,1391.37,198.77
15322,2,1390.86,695.43
15141,7,1388.47,198.35
12952,4,1387.79,346.95
13382,5,1387.58,277.52
16167,5,1386.12,277.22
18167,3,1384.86,461.62
14116,5,1382.74,276.55
16389,4,1382.07,345.52
14861,10,1380.73,138.07
15751,11,1380.44,125.49
13821,6,1379.08,229.85
17878,3,1378.93,459.64
13074,4,1378.74,344.69
12886,2,1378.4,689.2
16727,4,1377.77,344.44
14853,5,1376.87,275.37
14662,7,1376.43,196.63
14083,11,1376.2,125.11
15580,8,1375.39,171.92
17908,5,1374.5,274.9
14265,4,1373.35,343.34
14434,6,1372.8,228.8
15453,7,1371.77,195.97
14538,5,1370.84,274.17
14316,5,1370.34,274.07
12533,2,1367.89,683.94
16300,3,1367.32,455.77
13035,3,1364.2,454.73
14577,7,1364.15,194.88
14114,7,1364.09,194.87
13760,5,1363.64,272.73
15347,4,1363.6,340.9
16588,4,1361.28,340.32
13396,2,1360.99,680.5
13919,4,1360.68,340.17
16384,4,1358.95,339.74
17150,6,1357.95,226.33
17429,5,1357.46,271.49
12875,5,1356.99,271.4
17054,5,1356.33,271.27
15116,4,1352.75,338.19
16079,3,1352.0,450.67
17796,7,1351.04,193.01
16367,3,1350.48,450.16
14847,3,1348.95,449.65
15411,4,1348.93,337.23
16669,3,1348.88,449.63
12646,2,1346.97,673.49
14320,5,1346.75,269.35
13639,2,1346.27,673.13
15398,2,1345.53,672.76
12426,2,1345.21,672.61
14550,4,1345.06,336.26
12463,4,1344.78,336.19
15154,3,1343.72,447.91
14618,7,1342.32,191.76
13743,7,1341.6,191.66
17499,2,1341.39,670.69
12620,3,1339.41,446.47
12711,2,1339.05,669.52
12591,3,1338.95,446.32
13803,3,1338.91,446.3
13220,5,1336.09,267.22
12919,6,1335.19,222.53
17033,4,1332.79,333.2
17932,3,1331.57,443.86
16295,4,1328.55,332.14
13232,7,1328.35,189.76
14712,4,1328.07,332.02
15146,2,1327.16,663.58
12960,4,1322.07,330.52
13497,6,1320.33,220.05
14591,4,1320.21,330.05
17097,9,1318.08,146.45
12526,3,1316.66,438.89
14921,2,1316.07,658.03
14511,5,1314.81,262.96
14973,3,1314.45,438.15
16296,4,1313.67,328.42
13282,4,1313.19,328.3
12364,4,1313.1,328.27
16756,7,1312.37,187.48
12639,3,1312.37,437.46
12987,5,1312.21,262.44
17027,9,1310.63,145.63
13855,4,1310.34,327.58
16955,6,1309.41,218.23
12717,3,1308.91,436.3
16377,2,1308.48,654.24
13846,4,1307.79,326.95
16282,3,1307.58,435.86
16894,3,1306.96,435.65
15677,3,1305.63,435.21
14297,4,1305.33,326.33
15813,2,1303.91,651.95
15400,8,1302.3,162.79
16370,4,1301.91,325.48
16574,3,1301.78,433.93
15108,4,1300.25,325.06
14284,3,1299.65,433.22
14480,4,1299.52,324.88
16943,5,1299.49,259.9
14479,4,1299.11,324.78
16464,3,1298.66,432.89
12488,3,1298.66,432.89
12372,3,1298.04,432.68
18286,2,1296.43,648.22
16929,7,1295.39,185.06
13440,7,1295.25,185.04
16212,4,1293.71,323.43
15621,4,1293.03,323.26
16777,5,1292.18,258.44
15471,3,1292.01,430.67
16744,7,1291.91,184.56
17109,8,1291.71,161.46
14619,2,1291.24,645.62
14856,3,1290.53,430.18
16372,5,1290.31,258.06
14679,3,1289.44,429.81
15774,6,1288.34,214.72
15136,4,1286.7,321.68
16608,2,1286.62,643.31
16949,6,1286.27,214.38
13300,3,1285.51,428.5
14821,7,1278.95,182.71
13617,8,1278.75,159.84
17521,5,1278.06,255.61
16951,3,1277.75,425.92
15211,2,1277.48,638.74
14478,4,1276.66,319.16
17034,5,1276.42,255.28
13916,4,1275.81,318.95
17142,4,1275.25,318.81
14820,9,1274.76,141.64
15809,7,1274.44,182.06
14167,8,1274.29,159.29
14490,2,1273.47,636.74
13443,6,1273.16,212.19
17478,2,1272.8,636.4
12394,2,1272.48,636.24
16222,2,1272.05,636.02
12630,2,1270.88,635.44
13492,3,1269.84,423.28
15439,4,1269.05,317.26
15584,6,1268.2,211.37
13892,6,1267.65,211.28
17531,3,1266.82,422.27
13515,6,1265.82,210.97
17635,3,1265.58,421.86
15038,9,1265.41,140.6
14379,4,1265.16,316.29
16842,3,1264.19,421.4
14427,4,1263.52,315.88
17759,5,1261.88,252.38
13065,5,1260.91,252.18
16688,4,1260.86,315.21
14984,6,1260.51,210.09
18035,5,1260.23,252.05
17343,6,1259.94,209.99
12993,8,1259.63,157.45
13689,2,1259.5,629.75
15009,3,1259.43,419.81
15651,5,1259.06,251.81
14474,2,1258.89,629.44
14931,5,1257.68,251.54
12402,6,1256.9,209.48
17481,4,1255.59,313.9
17862,4,1254.89,313.72
14419,7,1254.64,179.23
15064,4,1254.41,313.6
15441,3,1254.21,418.07
15664,4,1254.03,313.51
16292,5,1253.76,250.75
14725,4,1252.74,313.19
15579,5,1250.63,250.13
15599,3,1250.06,416.69
18135,10,1249.62,124.96
14020,4,1249.01,312.25
14383,3,1247.69,415.9
12689,2,1247.61,623.81
14240,3,1247.49,415.83
13860,5,1245.9,249.18
17076,6,1242.75,207.13
17529,2,1240.25,620.13
13863,4,1239.55,309.89
12985,2,1239.38,619.69
14231,4,1235.62,308.9
13201,4,1233.06,308.26
12605,4,1232.95,308.24
16527,2,1232.94,616.47
16159,4,1232.79,308.2
18080,2,1231.5,615.75
16723,4,1231.36,307.84
12673,3,1230.02,410.01
13019,6,1229.95,204.99
14871,9,1228.17,136.46
17342,4,1227.54,306.88
12866,3,1227.35,409.12
15800,7,1227.07,175.3
17456,2,1225.42,612.71
15269,3,1225.36,408.45
15303,3,1224.18,408.06
14428,5,1224.06,244.81
13787,6,1222.5,203.75
16946,5,1222.04,244.41
15376,3,1221.56,407.19
17132,2,1220.91,610.45
14430,3,1220.9,406.97
13243,5,1220.38,244.08
13299,3,1218.7,406.23
13304,4,1217.99,304.5
14698,5,1217.27,243.45
15390,2,1216.66,608.33
14512,7,1215.97,173.71
15661,8,1215.95,151.99
17410,5,1214.72,242.94
17198,3,1213.88,404.63
13405,6,1213.81,202.3
13140,5,1213.18,242.64
18263,3,1213.16,404.39
16872,6,1213.13,202.19
13918,2,1212.84,606.42
16653,2,1212.66,606.33
12464,8,1212.05,151.51
15377,4,1211.75,302.94
14193,3,1210.19,403.4
17653,4,1207.56,301.89
16830,4,1207.5,301.88
18193,3,1207.35,402.45
16762,3,1207.24,402.41
17360,6,1200.51,200.09
14446,5,1200.28,240.06
15181,5,1200.2,240.04
15600,4,1199.31,299.83
17397,3,1198.28,399.43
17713,4,1198.09,299.52
16307,3,1194.92,398.31
15145,4,1194.73,298.68
13723,6,1194.08,199.01
14382,2,1193.63,596.82
14201,10,1193.54,119.35
13293,6,1192.94,198.82
16306,7,1192.82,170.4
13976,4,1192.36,298.09
13882,5,1191.13,238.23
16471,4,1189.98,297.5
12462,2,1189.59,594.8
17239,4,1189.45,297.36
14275,6,1189.38,198.23
18057,3,1188.46,396.15
15573,5,1188.42,237.68
18181,5,1188.34,237.67
15737,8,1188.12,148.51
17800,9,1187.21,131.91
13388,3,1185.65,395.22
18060,2,1185.46,592.73
14206,3,1185.01,395.0
15259,4,1182.38,295.59
17021,6,1182.22,197.04
13526,2,1182.0,591.0
13395,3,1180.23,393.41
18277,5,1180.05,236.01
17058,3,1179.89,393.3
16614,3,1179.79,393.26
16693,5,1179.48,235.9
13797,3,1179.45,393.15
17062,6,1179.14,196.52
16345,2,1178.79,589.39
18025,6,1177.72,196.29
17539,4,1176.84,294.21
13233,4,1176.46,294.12
15210,3,1176.19,392.06
14370,6,1175.78,195.96
15994,3,1175.68,391.89
12885,3,1175.22,391.74
15068,4,1174.9,293.73
12915,4,1174.75,293.69
12640,3,1174.58,391.53
14126,4,1172.46,293.12
12691,7,1170.4,167.2
17373,7,1167.5,166.79
17664,4,1166.23,291.56
14693,7,1165.36,166.48
15525,4,1165.15,291.29
14261,2,1163.45,581.73
17525,3,1161.9,387.3
12546,2,1161.5,580.75
12972,4,1161.2,290.3
13897,3,1160.72,386.91
13459,2,1160.41,580.2
15088,2,1160.07,580.04
13601,4,1159.99,290.0
16838,4,1159.61,289.9
13499,5,1159.11,231.82
17513,3,1158.8,386.27
16184,6,1158.79,193.13
17169,3,1156.73,385.58
14788,3,1156.32,385.44
17127,5,1155.03,231.01
13030,2,1154.8,577.4
16637,4,1154.47,288.62
13462,5,1153.85,230.77
14818,6,1153.56,192.26
17984,5,1152.19,230.44
14475,4,1151.15,287.79
12475,2,1149.64,574.82
12710,3,1149.02,383.01
15028,6,1148.91,191.49
14308,2,1147.02,573.51
16766,2,1145.6,572.8
17477,2,1144.3,572.15
17770,5,1143.27,228.65
14585,5,1143.27,228.65
17201,4,1143.1,285.77
12439,2,1142.88,571.44
13856,11,1142.03,103.82
16521,3,1140.11,380.04
15586,3,1139.1,379.7
17500,3,1138.0,379.33
15879,4,1137.8,284.45
17302,5,1135.63,227.13
17866,3,1134.95,378.32
13109,3,1134.03,378.01
15022,5,1133.44,226.69
16989,6,1133.25,188.88
18125,4,1131.75,282.94
15500,4,1131.56,282.89
13393,4,1131.45,282.86
12616,3,1131.1,377.03
15695,4,1131.04,282.76
17622,2,1130.21,565.11
12427,3,1129.3,376.43
13447,3,1129.14,376.38
14450,7,1128.44,161.21
12373,3,1127.65,375.88
14671,2,1127.45,563.73
15969,5,1127.05,225.41
13167,5,1125.15,225.03
13778,4,1124.49,281.12
14917,2,1123.75,561.88
17492,3,1122.42,374.14
13486,3,1122.41,374.14
17562,7,1122.38,160.34
18218,4,1121.84,280.46
13368,4,1121.5,280.38
13589,6,1120.74,186.79
17007,7,1120.1,160.01
16354,5,1119.46,223.89
17423,3,1118.95,372.98
16430,7,1117.94,159.71
17788,2,1117.9,558.95
16278,3,1117.84,372.61
16769,4,1117.05,279.26
14080,5,1115.68,223.14
13509,8,1114.72,139.34
16203,6,1114.54,185.76
14672,4,1113.14,278.28
12679,4,1113.02,278.25
12648,4,1112.0,278.0
16139,5,1111.15,222.23
16702,4,1110.83,277.71
15933,3,1107.46,369.15
14375,3,1106.82,368.94
14891,4,1106.73,276.68
14102,5,1105.88,221.18
17812,7,1105.29,157.9
12434,3,1103.43,367.81
16895,5,1102.9,220.58
14948,6,1101.97,183.66
13295,4,1101.97,275.49
12785,3,1100.4,366.8
16014,5,1100.28,220.06
14009,3,1099.91,366.64
17137,6,1099.81,183.3
12421,6,1098.6,183.1
13108,2,1098.52,549.26
16916,4,1098.45,274.61
14971,3,1097.98,365.99
13835,7,1095.27,156.47
17703,4,1094.84,273.71
15745,4,1094.59,273.65
14460,9,1093.5,121.5
17726,7,1092.06,156.01
14199,4,1091.7,272.93
16805,5,1091.34,218.27
16211,3,1090.59,363.53
15254,3,1088.35,362.78
16188,5,1087.66,217.53
16223,2,1087.05,543.53
15763,2,1086.92,543.46
14139,4,1086.8,271.7
13546,5,1086.24,217.25
16298,7,1085.7,155.1
14013,5,1084.57,216.91
17420,6,1084.43,180.74
16533,3,1082.81,360.94
14805,7,1082.55,154.65
14561,3,1080.76,360.25
13744,2,1080.52,540.26
14343,4,1079.66,269.92
13726,2,1079.66,539.83
13567,4,1079.29,269.82
15546,2,1079.1,539.55
14352,4,1078.96,269.74
13656,4,1078.85,269.71
16183,4,1077.81,269.45
16642,3,1077.45,359.15
17366,2,1077.24,538.62
16071,4,1076.8,269.2
13607,2,1075.81,537.9
16048,4,1075.23,268.81
15912,9,1074.7,119.41
16231,4,1074.47,268.62
13727,8,1074.15,134.27
15238,3,1071.99,357.33
13467,2,1071.91,535.95
13521,3,1071.73,357.24
16593,8,1071.14,133.89
14484,4,1070.98,267.75
16884,4,1070.97,267.74
17522,5,1070.71,214.14
12728,5,1070.17,214.03
17871,5,1068.95,213.79
17854,6,1068.5,178.08
16386,3,1068.16,356.05
15436,3,1067.75,355.92
15626,3,1067.52,355.84
17277,2,1065.35,532.67
15639,3,1065.08,355.03
13959,6,1064.77,177.46
14966,6,1064.26,177.38
15801,3,1063.95,354.65
12936,4,1063.9,265.98
17849,8,1063.76,132.97
12815,2,1063.46,531.73
17616,4,1060.8,265.2
15706,4,1060.56,265.14
17421,3,1059.41,353.14
18130,3,1059.39,353.13
17214,6,1059.12,176.52
14734,4,1056.42,264.11
12791,6,1056.11,176.02
15645,3,1055.17,351.72
15977,2,1054.73,527.37
12716,2,1053.49,526.75
12580,2,1052.9,526.45
15886,4,1052.87,263.22
15855,6,1052.72,175.45
16391,4,1052.26,263.06
14947,6,1049.79,174.97
17934,3,1049.15,349.72
15026,5,1048.89,209.78
15839,3,1048.49,349.5
16728,4,1048.28,262.07
17578,7,1047.33,149.62
15407,4,1046.74,261.69
15091,3,1046.61,348.87
17555,5,1045.74,209.15
14108,4,1044.96,261.24
15535,6,1044.37,174.06
13359,2,1043.31,521.65
14813,4,1041.79,260.45
16903,3,1041.75,347.25
16261,6,1041.16,173.53
13613,5,1039.85,207.97
13873,8,1038.92,129.87
17042,5,1036.58,207.32
14902,3,1035.62,345.21
17926,5,1035.49,207.1
12811,5,1033.9,206.78
17724,3,1033.0,344.33
14248,3,1032.95,344.32
13000,4,1032.5,258.13
17405,3,1031.41,343.8
16198,2,1030.04,515.02
14932,2,1029.66,514.83
16418,5,1028.74,205.75
16385,5,1028.55,205.71
16682,5,1028.0,205.6
17869,7,1027.96,146.85
16227,3,1027.22,342.41
15887,3,1027.15,342.38
15003,6,1027.03,171.17
17749,3,1026.18,342.06
16160,2,1025.44,512.72
13602,4,1025.17,256.29
17310,2,1025.1,512.55
14204,4,1024.83,256.21
17362,7,1024.04,146.29
16568,2,1020.9,510.45
12572,2,1020.42,510.21
13376,3,1019.76,339.92
18142,2,1019.52,509.76
12403,2,1019.36,509.68
13956,5,1019.27,203.85
16441,5,1019.13,203.83
12828,6,1018.71,169.78
16284,3,1018.48,339.49
12905,2,1018.42,509.21
16787,4,1017.53,254.38
12793,3,1017.33,339.11
15970,2,1017.32,508.66
12652,2,1017.03,508.51
13641,5,1016.47,203.29
13333,3,1015.74,338.58
14675,2,1015.58,507.79
16623,4,1015.24,253.81
14355,3,1014.45,338.15
12410,3,1013.71,337.9
13466,5,1013.35,202.67
12642,3,1013.26,337.75
15951,3,1013.17,337.72
16451,3,1013.15,337.72
17980,4,1012.72,253.18
15713,4,1010.79,252.7
13039,4,1010.73,252.68
16572,3,1009.6,336.53
13258,5,1009.43,201.89
16287,5,1006.98,201.4
13429,4,1006.8,251.7
15850,6,1006.75,167.79
13238,6,1006.63,167.77
15771,3,1006.54,335.51
13427,6,1006.53,167.75
12703,4,1006.53,251.63
13549,8,1005.8,125.72
13867,3,1005.09,335.03
14214,5,1004.38,200.88
15363,2,1004.11,502.06
18160,3,1003.88,334.63
16435,3,1003.07,334.36
16122,6,1001.34,166.89
13857,6,1001.01,166.84
12545,2,1000.39,500.19
15508,6,1000.27,166.71
18143,2,1000.16,500.08
13005,4,999.68,249.92
12413,4,999.45,249.86
17205,3,999.35,333.12
17329,5,998.53,199.71
16863,3,998.52,332.84
17631,7,998.49,142.64
12722,4,997.63,249.41
16898,5,997.29,199.46
13965,3,996.61,332.2
16699,7,994.6,142.09
13292,5,994.51,198.9
17237,4,994.13,248.53
15104,2,993.54,496.77
17299,6,993.23,165.54
14223,3,991.13,330.38
13559,2,990.0,495.0
13245,2,989.22,494.61
15973,3,988.44,329.48
17883,7,988.42,141.2
16130,4,987.48,246.87
18237,5,987.1,197.42
13439,3,986.61,328.87
12862,2,984.62,492.31
17144,2,984.57,492.28
14142,2,983.15,491.57
15109,3,983.1,327.7
12541,3,981.18,327.06
14510,3,979.85,326.62
14230,3,979.8,326.6
15025,2,979.79,489.89
13350,2,979.12,489.56
14157,5,978.69,195.74
15132,5,977.93,195.59
14454,5,977.3,195.46
17123,3,977.17,325.72
17221,5,976.62,195.32
15247,3,976.06,325.35
15406,4,975.87,243.97
16376,2,974.96,487.48
15646,5,974.61,194.92
15449,3,974.52,324.84
12994,3,974.42,324.81
17958,2,973.88,486.94
12525,3,973.73,324.58
16009,4,972.11,243.03
16535,3,972.04,324.01
14350,3,972.03,324.01
17100,2,971.74,485.87
14953,4,971.32,242.83
15208,6,970.52,161.75
18006,4,969.51,242.38
13223,6,969.12,161.52
16254,3,967.44,322.48
14138,2,965.88,482.94
17987,5,965.44,193.09
15084,2,965.2,482.6
16763,2,964.7,482.35
15268,3,961.9,320.63
15156,3,961.49,320.5
16518,4,959.37,239.84
12588,4,958.78,239.69
12697,3,957.59,319.2
17080,7,957.53,136.79
12675,2,957.25,478.63
17172,3,956.57,318.86
16141,2,955.94,477.97
12990,7,955.5,136.5
14629,2,955.26,477.63
16947,5,955.21,191.04
15430,2,954.75,477.38
17298,5,954.26,190.85
15835,4,954.09,238.52
17189,5,953.63,190.73
12414,6,952.41,158.73
14615,5,951.76,190.35
17955,6,949.9,158.32
17081,6,949.39,158.23
13046,3,949.25,316.42
13636,5,949.12,189.82
12822,2,948.88,474.44
12874,2,948.42,474.21
12355,2,947.61,473.8
17516,6,947.5,157.92
16136,4,946.8,236.7
14994,5,946.72,189.34
16861,5,946.59,189.32
17356,5,946.47,189.29
16146,4,946.38,236.59
18217,4,945.04,236.26
17544,3,944.82,314.94
13261,2,944.1,472.05
17860,4,943.84,235.96
16199,7,942.75,134.68
17604,6,942.38,157.06
15385,3,942.08,314.03
14958,6,941.99,157.0
14326,3,940.98,313.66
13416,3,940.8,313.6
15107,9,940.35,104.48
13936,3,939.66,313.22
16109,3,939.48,313.16
17527,4,939.37,234.84
14437,5,936.34,187.27
17020,2,935.62,467.81
14140,2,935.05,467.52
12942,3,934.35,311.45
16781,2,934.25,467.13
15792,2,933.84,466.92
15787,3,933.26,311.09
16661,4,932.76,233.19
18154,5,932.6,186.52
13465,2,931.12,465.56
14924,3,931.01,310.34
15723,4,930.7,232.68
14338,3,928.1,309.37
13288,5,927.61,185.52
15243,2,927.28,463.64
17805,2,927.03,463.51
16975,3,926.12,308.71
12745,3,925.41,308.47
13805,2,924.6,462.3
14128,3,924.21,308.07
18001,6,924.14,154.02
16643,2,923.11,461.56
13034,3,922.68,307.56
17322,5,922.59,184.52
15654,2,922.53,461.26
13122,2,922.39,461.19
17472,4,922.35,230.59
16362,6,922.16,153.69
14605,4,921.56,230.39
12638,2,921.49,460.75
15957,3,921.25,307.08
14272,4,920.81,230.2
17363,3,920.46,306.82
12998,3,920.08,306.69
13872,3,919.57,306.52
15304,9,919.55,102.17
17760,6,918.93,153.16
16204,3,918.71,306.24
14342,6,918.44,153.07
14061,3,917.43,305.81
15707,4,916.98,229.25
14423,3,916.61,305.54
14176,5,916.01,183.2
14839,3,915.28,305.09
14141,4,915.13,228.78
14549,4,913.6,228.4
15364,2,913.19,456.6
14359,3,912.18,304.06
15244,3,912.08,304.03
16034,6,911.32,151.89
14289,6,911.26,151.88
14133,4,911.14,227.78
16138,3,910.35,303.45
13038,3,908.46,302.82
15097,3,908.35,302.78
17464,3,907.14,302.38
14714,4,906.24,226.56
12808,5,906.1,181.22
13573,6,904.52,150.75
13255,3,904.46,301.49
15180,3,904.43,301.48
17746,4,904.18,226.04
17176,3,902.32,300.77
17382,8,902.28,112.78
13548,3,901.44,300.48
15511,5,900.53,180.11
12945,2,900.11,450.06
14729,3,899.73,299.91
12940,2,899.69,449.84
16834,2,898.96,449.48
15992,3,896.6,298.87
13996,2,895.76,447.88
17226,3,895.47,298.49
17155,7,892.46,127.49
16784,5,892.33,178.47
16442,5,891.98,178.4
15393,5,891.34,178.27
16361,4,891.21,222.8
14065,3,891.02,297.01
15824,2,890.94,445.47
17537,2,887.67,443.84
16900,3,887.11,295.7
15900,4,886.57,221.64
16228,3,885.71,295.24
17704,2,885.19,442.6
16411,4,884.94,221.24
17708,4,884.18,221.05
15907,3,882.72,294.24
18141,2,882.47,441.24
16387,5,882.46,176.49
17480,2,882.23,441.12
17143,2,880.97,440.48
12680,4,880.81,220.2
16677,2,880.62,440.31
13937,2,880.13,440.06
14551,7,878.09,125.44
15653,2,877.44,438.72
14645,3,876.89,292.3
17864,5,876.57,175.31
13768,2,875.97,437.99
13166,2,875.93,437.97
14681,6,875.15,145.86
16513,4,874.59,218.65
16657,4,874.43,218.61
15469,3,874.25,291.42
17361,5,871.79,174.36
15224,5,871.36,174.27
13200,4,870.09,217.52
17566,2,869.77,434.88
14753,2,869.51,434.75
16948,7,868.77,124.11
16357,4,868.37,217.09
17167,3,867.11,289.04
16567,2,865.6,432.8
13922,3,865.2,288.4
14600,2,865.17,432.58
18156,2,862.52,431.26
16668,13,862.42,66.34
12787,4,862.18,215.54
17358,5,861.01,172.2
12794,2,860.41,430.2
14372,2,860.08,430.04
13891,3,859.21,286.4
12440,2,859.2,429.6
15870,4,857.46,214.37
15287,5,856.03,171.21
15542,3,855.71,285.24
17968,4,855.54,213.89
17064,3,855.45,285.15
12878,2,854.99,427.5
13945,2,854.15,427.07
14873,2,854.13,427.06
13991,6,852.88,142.15
14686,5,852.53,170.51
15266,5,852.21,170.44
16070,2,852.15,426.08
12696,2,851.91,425.95
17674,2,851.7,425.85
13479,4,851.37,212.84
16020,3,851.01,283.67
17223,3,850.88,283.63
18108,3,848.81,282.94
15264,2,848.4,424.2
15784,2,848.33,424.16
14202,3,847.76,282.59
13221,2,847.41,423.71
13487,5,846.87,169.37
16877,6,846.62,141.1
13970,2,846.55,423.27
14803,3,845.55,281.85
16500,9,843.91,93.77
14922,2,843.74,421.87
15070,3,843.25,281.08
16344,4,842.42,210.6
16846,3,842.41,280.8
17638,2,842.4,421.2
16810,2,842.04,421.02
14862,2,841.2,420.6
16798,3,841.16,280.39
12891,11,840.5,76.41
13169,3,840.08,280.03
18247,3,839.73,279.91
13940,4,839.14,209.78
17332,5,838.27,167.65
14037,6,836.95,139.49
14929,2,836.69,418.34
13569,4,836.36,209.09
13795,4,836.3,209.07
16747,2,836.06,418.03
13386,2,835.46,417.73
16737,2,835.2,417.6
15012,3,834.82,278.27
16644,2,833.78,416.89
13175,2,831.45,415.72
15766,3,831.06,277.02
15759,7,830.93,118.7
16924,3,829.89,276.63
14087,3,829.47,276.49
14851,3,829.41,276.47
12953,2,828.81,414.4
15617,3,828.55,276.18
17003,4,828.21,207.05
13681,4,827.83,206.96
17045,5,827.68,165.54
15945,4,827.27,206.82
12792,2,827.01,413.5
12461,2,826.88,413.44
12781,2,826.74,413.37
17880,3,824.92,274.97
13513,3,824.59,274.86
14260,3,824.28,274.76
16264,2,823.53,411.76
15137,2,823.4,411.7
14508,5,822.92,164.58
15847,5,822.57,164.51
16164,3,822.48,274.16
16680,3,821.45,273.82
16246,2,821.35,410.68
15314,3,820.45,273.48
16135,2,819.45,409.72
17683,3,819.01,273.0
15483,10,817.82,81.78
14890,3,817.25,272.42
18043,3,817.2,272.4
16869,4,817.12,204.28
14872,3,816.6,272.2
13514,4,815.9,203.97
15399,3,815.77,271.92
14556,3,815.69,271.9
13811,3,814.5,271.5
12763,2,814.16,407.08
16658,6,814.07,135.68
14624,6,814.07,135.68
16621,4,813.48,203.37
17194,3,812.5,270.83
16460,3,811.23,270.41
16624,2,810.57,405.28
13045,3,808.92,269.64
15533,3,807.57,269.19
17495,3,806.72,268.91
12797,2,806.11,403.06
12632,2,804.88,402.44
13637,3,804.3,268.1
18248,2,804.02,402.01
16469,5,803.9,160.78
15644,4,803.54,200.88
18265,2,801.51,400.75
16127,2,801.31,400.65
17114,8,801.12,100.14
17023,3,800.18,266.73
13720,4,799.9,199.97
13041,4,799.13,199.78
17251,3,798.98,266.33
16438,5,798.35,159.67
15309,4,797.96,199.49
13389,3,797.96,265.99
17281,6,797.85,132.97
15637,5,797.59,159.52
16155,5,796.9,159.38
15396,2,796.38,398.19
16952,5,795.83,159.17
18084,3,795.23,265.08
15831,3,794.64,264.88
16961,3,794.56,264.85
17212,3,794.41,264.8
