customer_id,total_orders,total_revenue,average_order_value,first_purchase_date,last_purchase_date,days_since_last_purchase,repeat_customer_flag
17255,4,781.7,195.42,2010-09-19,2011-10-30,41,1
13453,3,781.69,260.56,2010-11-02,2011-06-27,166,1
13287,3,781.59,260.53,2010-01-04,2010-04-15,604,1
15679,4,781.28,195.32,2011-06-10,2011-11-15,25,1
15239,2,780.59,390.3,2011-09-22,2011-11-29,11,1
13502,5,780.5,156.1,2010-06-09,2011-11-23,17,1
15246,3,780.4,260.13,2010-06-02,2011-04-15,239,1
17691,4,780.05,195.01,2010-06-11,2010-12-16,359,1
18228,2,779.9,389.95,2011-09-21,2011-10-14,57,1
12735,2,779.57,389.78,2011-01-06,2011-01-28,316,1
12504,4,779.05,194.76,2010-04-22,2011-11-21,19,1
13781,3,778.83,259.61,2009-12-18,2011-04-03,251,1
14815,2,778.5,389.25,2011-10-03,2011-11-03,37,1
16958,1,778.49,778.49,2010-09-30,2010-09-30,436,0
14690,4,777.68,194.42,2010-10-25,2011-10-26,45,1
16505,1,777.6,777.6,2011-11-08,2011-11-08,32,0
13563,2,777.53,388.76,2011-07-22,2011-09-16,85,1
13745,2,777.36,388.68,2010-06-11,2011-06-30,163,1
15837,2,777.01,388.5,2010-08-11,2011-10-06,65,1
15794,2,777.0,388.5,2009-12-02,2009-12-03,737,1
15618,4,776.85,194.21,2011-07-26,2011-11-07,33,1
14997,4,776.6,194.15,2010-02-22,2011-10-24,47,1
15092,3,776.46,258.82,2010-09-03,2011-05-08,216,1
15743,4,775.96,193.99,2011-06-08,2011-11-23,17,1
13314,3,775.94,258.65,2011-09-27,2011-12-08,2,1
13341,1,775.85,775.85,2011-03-24,2011-03-24,261,0
17482,2,775.64,387.82,2010-05-10,2010-08-09,488,1
15921,4,775.26,193.81,2010-03-09,2011-06-20,173,1
15414,3,774.9,258.3,2011-04-11,2011-11-30,10,1
15773,2,774.52,387.26,2010-10-26,2011-12-04,6,1
18058,3,774.06,258.02,2010-02-10,2011-11-30,10,1
18112,4,773.36,193.34,2010-06-06,2011-11-27,13,1
16565,4,773.05,193.26,2010-06-02,2010-12-10,365,1
15075,1,773.03,773.03,2011-09-23,2011-09-23,78,0
17349,5,772.41,154.48,2010-03-18,2011-06-13,180,1
12923,3,770.42,256.81,2010-05-13,2011-10-06,65,1
17801,3,770.03,256.68,2010-01-17,2010-09-14,452,1
14838,2,769.92,384.96,2009-12-03,2010-10-12,424,1
12965,1,769.81,769.81,2011-09-11,2011-09-11,90,0
16480,1,769.29,769.29,2011-09-25,2011-09-25,76,0
16978,3,768.88,256.29,2010-02-11,2011-09-23,78,1
13980,5,768.82,153.76,2010-02-21,2011-10-10,61,1
13356,1,768.24,768.24,2011-09-20,2011-09-20,81,0
15331,3,767.91,255.97,2010-04-09,2010-07-28,500,1
13712,2,766.42,383.21,2010-04-08,2011-04-07,247,1
12991,3,764.82,254.94,2010-11-15,2011-11-16,24,1
14413,4,764.52,191.13,2010-01-19,2010-12-12,363,1
13699,2,764.15,382.07,2010-06-07,2011-07-07,156,1
16602,2,763.33,381.67,2010-11-16,2011-11-03,37,1
17466,2,763.28,381.64,2011-09-22,2011-11-29,11,1
15428,4,762.75,190.69,2009-12-17,2011-11-24,16,1
16806,4,762.16,190.54,2011-04-14,2011-08-28,104,1
13598,5,761.96,152.39,2010-02-26,2011-10-23,48,1
14883,6,761.59,126.93,2011-05-12,2011-11-21,19,1
17425,2,759.17,379.59,2011-10-10,2011-11-20,20,1
18246,3,758.82,252.94,2010-04-09,2011-11-16,24,1
16720,3,758.74,252.91,2009-12-17,2011-11-13,27,1
15908,2,758.62,379.31,2010-07-15,2010-08-06,491,1
15568,3,758.29,252.76,2011-09-27,2011-12-07,3,1
15006,2,757.78,378.89,2010-09-12,2011-10-19,52,1
16392,3,756.7,252.23,2010-05-27,2011-03-15,270,1
16262,1,755.15,755.15,2010-11-26,2010-11-26,379,0
16892,7,754.75,107.82,2009-12-08,2011-12-08,2,1
18104,1,754.64,754.64,2011-11-02,2011-11-02,38,0
18034,3,754.2,251.4,2010-11-29,2011-11-18,22,1
14234,4,754.12,188.53,2011-10-13,2011-11-17,23,1
14247,5,753.56,150.71,2010-06-06,2011-03-06,279,1
17579,4,753.28,188.32,2010-05-10,2011-12-05,5,1
14998,4,753.18,188.29,2010-04-13,2011-06-22,171,1
13730,2,752.6,376.3,2011-07-01,2011-07-27,136,1
13070,4,751.7,187.93,2009-12-07,2011-05-31,193,1
14923,1,749.1,749.1,2011-10-20,2011-10-20,51,0
16972,2,749.0,374.5,2010-09-09,2010-11-22,383,1
14048,3,748.69,249.56,2010-11-22,2011-02-07,306,1
15656,4,748.5,187.13,2011-02-28,2011-10-25,46,1
17387,2,746.81,373.4,2011-11-06,2011-11-20,20,1
14942,4,746.56,186.64,2009-12-10,2010-11-03,402,1
17889,7,746.42,106.63,2010-03-31,2011-05-11,213,1
14050,2,746.36,373.18,2011-08-25,2011-11-08,32,1
16465,2,746.24,373.12,2010-09-21,2010-10-15,421,1
18190,5,745.62,149.12,2009-12-22,2011-05-31,193,1
14228,3,745.5,248.5,2010-06-11,2010-09-28,438,1
13950,4,745.06,186.26,2011-04-07,2011-11-28,12,1
13236,2,744.85,372.43,2011-08-25,2011-11-15,25,1
12871,3,744.02,248.01,2010-09-26,2011-09-16,85,1
14104,5,743.53,148.71,2010-05-28,2011-07-08,155,1
13354,1,743.53,743.53,2011-09-29,2011-09-29,72,0
17038,2,743.17,371.58,2010-10-20,2011-11-09,31,1
16730,3,743.11,247.7,2011-01-24,2011-10-18,53,1
15420,6,743.0,123.83,2009-12-05,2010-10-01,435,1
14302,3,742.9,247.63,2009-12-02,2010-10-05,431,1
12465,2,742.19,371.1,2011-06-23,2011-11-22,18,1
18275,2,741.85,370.92,2009-12-08,2010-05-10,579,1
13721,2,741.54,370.77,2010-11-09,2011-11-03,37,1
13713,3,740.76,246.92,2010-05-05,2010-10-27,409,1
15919,2,739.77,369.88,2010-12-06,2011-11-20,20,1
15720,2,739.22,369.61,2010-06-07,2011-11-15,25,1
12603,1,739.2,739.2,2011-11-18,2011-11-18,22,0
15922,1,739.0,739.0,2010-12-01,2010-12-01,374,0
15988,3,738.89,246.3,2010-02-21,2011-11-20,20,1
15462,4,737.05,184.26,2010-09-20,2011-09-06,95,1
16075,2,736.93,368.47,2010-05-24,2010-07-25,503,1
17461,3,735.82,245.27,2011-11-10,2011-11-17,23,1
15045,2,735.66,367.83,2011-03-27,2011-07-11,152,1
12527,5,735.51,147.1,2010-06-28,2011-09-19,82,1
17430,4,735.17,183.79,2010-08-17,2011-11-07,33,1
13286,1,734.91,734.91,2010-04-18,2010-04-18,601,0
15938,9,734.81,81.65,2010-06-01,2011-08-19,113,1
12537,1,732.94,732.94,2010-10-27,2010-10-27,409,0
17979,4,732.41,183.1,2011-03-25,2011-11-04,36,1
13780,3,732.07,244.02,2010-10-28,2011-12-02,8,1
13575,5,732.07,146.41,2011-06-16,2011-11-16,24,1
17548,4,731.26,182.81,2010-11-08,2011-04-20,234,1
17681,5,731.2,146.24,2010-01-15,2010-04-21,598,1
14778,2,730.86,365.43,2011-02-04,2011-08-04,128,1
13921,4,730.7,182.68,2009-12-18,2010-11-02,403,1
13452,3,729.8,243.27,2010-08-24,2011-03-25,260,1
12925,3,729.33,243.11,2010-04-26,2011-12-05,5,1
15872,4,729.25,182.31,2010-06-07,2011-11-25,15,1
18163,1,728.84,728.84,2010-05-04,2010-05-04,585,0
17756,3,728.75,242.92,2010-11-10,2010-11-29,376,1
12786,1,728.5,728.5,2010-04-09,2010-04-09,610,0
17547,2,727.85,363.93,2010-02-12,2010-11-29,376,1
17141,4,727.58,181.9,2010-01-24,2010-10-17,419,1
17374,3,727.11,242.37,2010-11-09,2011-05-05,219,1
16447,3,727.1,242.37,2010-02-17,2011-07-27,136,1
18078,4,725.53,181.38,2010-03-21,2011-05-06,218,1
12723,5,725.07,145.01,2011-10-05,2011-12-06,4,1
17964,2,724.97,362.49,2010-12-02,2011-11-08,32,1
18187,1,724.89,724.89,2010-03-18,2010-03-18,632,0
13729,3,724.73,241.58,2010-01-24,2010-09-30,436,1
14798,8,724.31,90.54,2010-03-01,2011-10-18,53,1
17572,10,723.01,72.3,2009-12-15,2011-09-29,72,1
15368,2,722.74,361.37,2010-11-10,2011-11-18,22,1
13264,1,722.56,722.56,2010-09-23,2010-09-23,443,0
17615,6,721.8,120.3,2010-08-11,2011-08-01,131,1
13441,2,720.9,360.45,2010-10-04,2011-09-09,92,1
16023,3,719.81,239.94,2011-03-18,2011-10-24,47,1
17999,3,718.8,239.6,2010-11-26,2011-11-02,38,1
13537,2,717.85,358.93,2010-09-14,2010-10-10,426,1
13604,1,717.62,717.62,2010-02-19,2010-02-19,659,0
16269,1,717.57,717.57,2010-09-28,2010-09-28,438,0
12573,5,717.41,143.48,2010-08-31,2011-04-26,228,1
16526,2,717.21,358.61,2010-05-04,2011-06-21,172,1
15274,2,716.57,358.28,2011-11-21,2011-12-05,5,1
12519,2,716.54,358.27,2010-08-20,2011-10-07,64,1
12535,2,716.35,358.17,2011-06-06,2011-09-09,92,1
12492,3,715.21,238.4,2010-11-01,2011-10-07,64,1
15330,2,714.96,357.48,2011-10-10,2011-11-07,33,1
13512,4,713.39,178.35,2010-05-05,2011-03-24,261,1
14026,2,713.11,356.55,2010-03-24,2010-08-26,471,1
13147,4,712.8,178.2,2011-09-01,2011-11-29,11,1
17761,1,712.78,712.78,2011-11-07,2011-11-07,33,0
14470,3,712.04,237.35,2010-10-05,2011-11-28,12,1
15127,2,711.5,355.75,2010-07-08,2011-10-05,66,1
13103,3,709.64,236.55,2010-05-11,2011-10-31,40,1
13057,3,709.59,236.53,2010-03-18,2010-06-27,531,1
13927,2,708.26,354.13,2010-09-28,2011-09-26,75,1
12485,1,708.1,708.1,2010-06-28,2010-06-28,530,0
14398,2,707.79,353.89,2010-06-30,2010-11-03,402,1
16449,2,707.69,353.85,2011-03-04,2011-05-26,198,1
12453,1,707.09,707.09,2011-07-28,2011-07-28,135,0
13626,2,707.04,353.52,2010-11-25,2011-04-01,253,1
16309,2,706.57,353.28,2011-04-13,2011-08-25,107,1
17051,4,706.49,176.62,2010-03-21,2011-05-29,195,1
12890,2,706.02,353.01,2010-11-17,2011-11-15,25,1
16364,2,705.79,352.89,2011-07-25,2011-11-28,12,1
16882,3,705.12,235.04,2011-01-26,2011-10-04,67,1
16015,3,704.55,234.85,2011-10-21,2011-12-06,4,1
12612,1,704.04,704.04,2011-09-26,2011-09-26,75,0
16274,1,703.5,703.5,2010-12-01,2010-12-01,374,0
12883,4,703.47,175.87,2011-09-11,2011-11-15,25,1
15103,2,703.36,351.68,2011-09-14,2011-11-08,32,1
17561,4,703.02,175.75,2009-12-06,2011-11-20,20,1
14699,4,702.6,175.65,2010-07-02,2011-05-09,215,1
16997,3,702.0,234.0,2011-01-18,2011-02-24,289,1
17825,4,701.96,175.49,2009-12-14,2010-04-20,599,1
14324,2,701.61,350.81,2010-01-15,2010-10-26,410,1
14179,2,701.57,350.79,2011-10-18,2011-10-30,41,1
14356,2,701.23,350.62,2011-09-19,2011-09-21,80,1
13833,2,700.41,350.21,2010-10-31,2011-07-03,160,1
17163,4,699.78,174.94,2010-02-02,2011-11-18,22,1
13242,7,699.4,99.91,2010-02-09,2011-08-19,113,1
16018,4,698.13,174.53,2009-12-07,2011-10-31,40,1
14497,2,697.06,348.53,2010-02-04,2011-02-03,310,1
16415,3,696.76,232.25,2010-02-01,2011-10-26,45,1
15700,2,696.68,348.34,2011-06-19,2011-06-20,173,1
14959,4,695.42,173.85,2011-02-16,2011-10-06,65,1
13101,4,695.4,173.85,2010-01-27,2011-04-19,235,1
15995,1,694.54,694.54,2010-10-21,2010-10-21,415,0
15053,3,693.95,231.32,2011-03-03,2011-12-05,5,1
14111,4,692.85,173.21,2011-04-12,2011-11-25,15,1
17733,2,692.19,346.1,2011-03-23,2011-11-01,39,1
12817,3,690.98,230.33,2010-10-01,2011-03-03,282,1
14880,3,690.59,230.2,2011-02-24,2011-09-23,78,1
16545,2,689.82,344.91,2010-11-29,2011-06-28,165,1
17834,2,689.67,344.84,2010-09-20,2010-10-21,415,1
17502,4,689.1,172.28,2011-11-10,2011-11-30,10,1
15361,4,689.07,172.27,2010-06-14,2010-12-13,362,1
12450,5,688.2,137.64,2010-08-22,2011-07-06,157,1
18017,4,688.0,172.0,2010-10-04,2011-09-19,82,1
15901,7,687.72,98.25,2010-06-14,2011-11-23,17,1
14809,2,686.76,343.38,2010-03-28,2010-03-28,622,1
13898,2,686.4,343.2,2010-10-24,2011-01-18,326,1
16824,3,686.24,228.75,2010-11-11,2011-11-24,16,1
17935,7,686.14,98.02,2009-12-04,2011-07-24,139,1
12658,1,686.05,686.05,2011-11-21,2011-11-21,19,0
15257,2,685.9,342.95,2010-10-21,2011-03-01,284,1
15219,2,685.45,342.73,2010-03-01,2011-06-16,177,1
15184,4,685.39,171.35,2009-12-16,2011-11-10,30,1
16885,4,684.6,171.15,2010-11-19,2011-11-24,16,1
13585,3,684.54,228.18,2009-12-01,2010-06-27,531,1
15669,4,684.34,171.09,2011-03-21,2011-10-30,41,1
15207,3,683.92,227.97,2010-06-10,2010-10-19,417,1
17874,6,683.46,113.91,2011-03-29,2011-06-07,186,1
14222,1,683.17,683.17,2011-06-15,2011-06-15,178,0
15582,3,682.91,227.64,2011-05-03,2011-11-15,25,1
13987,2,682.54,341.27,2010-11-04,2010-11-25,380,1
12601,6,681.26,113.54,2010-10-31,2011-06-03,190,1
12478,1,680.99,680.99,2011-12-06,2011-12-06,4,0
18271,2,680.85,340.43,2009-12-08,2010-04-09,610,1
18082,1,680.84,680.84,2011-11-14,2011-11-14,26,0
13524,5,680.18,136.04,2011-05-04,2011-10-30,41,1
13809,3,679.7,226.57,2010-09-05,2011-02-07,306,1
14151,2,679.45,339.73,2009-12-23,2010-02-04,674,1
13430,2,679.45,339.73,2011-09-14,2011-11-21,19,1
17782,2,679.02,339.51,2010-11-22,2010-11-22,383,1
16646,1,678.8,678.8,2010-09-16,2010-09-16,450,0
14182,4,678.77,169.69,2010-04-22,2010-09-22,444,1
13925,4,678.25,169.56,2011-07-28,2011-09-08,93,1
13974,2,677.72,338.86,2010-05-06,2011-10-21,50,1
16601,3,677.0,225.67,2010-03-26,2011-10-30,41,1
13040,2,676.99,338.5,2011-11-06,2011-12-01,9,1
17462,2,675.69,337.84,2011-02-28,2011-10-10,61,1
13325,1,675.3,675.3,2011-09-19,2011-09-19,82,0
13355,1,674.7,674.7,2011-08-09,2011-08-09,123,0
13951,3,674.45,224.82,2011-02-18,2011-06-16,177,1
14504,4,673.26,168.31,2011-03-06,2011-10-23,48,1
16648,3,672.8,224.27,2010-04-28,2011-10-28,43,1
16226,5,672.17,134.43,2010-10-22,2011-05-20,204,1
17011,3,671.7,223.9,2010-02-26,2011-11-09,31,1
15562,3,671.43,223.81,2009-12-13,2010-12-23,352,1
17709,5,671.01,134.2,2010-04-15,2011-06-23,170,1
13398,2,670.34,335.17,2010-09-17,2011-05-31,193,1
17418,3,670.06,223.35,2010-11-17,2011-10-28,43,1
13741,3,668.43,222.81,2011-05-06,2011-09-29,72,1
16268,2,667.65,333.82,2011-09-29,2011-09-29,72,1
17962,4,666.96,166.74,2010-01-13,2011-07-20,143,1
18123,3,666.64,222.21,2010-07-14,2011-11-15,25,1
13217,4,666.48,166.62,2010-02-22,2011-08-09,123,1
17105,2,665.78,332.89,2011-02-06,2011-07-03,160,1
16132,2,664.2,332.1,2010-03-22,2010-06-13,545,1
16704,2,664.16,332.08,2010-02-05,2010-03-31,619,1
13596,2,664.11,332.06,2011-11-27,2011-12-04,6,1
15643,3,664.0,221.33,2011-03-02,2011-06-01,192,1
14720,3,663.81,221.27,2011-08-05,2011-12-04,6,1
16573,2,663.61,331.81,2011-02-22,2011-09-16,85,1
15350,2,663.25,331.63,2010-11-21,2010-12-01,374,1
12837,2,662.66,331.33,2010-05-19,2011-06-19,174,1
13864,1,662.4,662.4,2010-11-18,2010-11-18,387,0
16862,4,662.33,165.58,2010-01-07,2010-06-10,548,1
14425,3,661.39,220.46,2009-12-02,2010-10-01,435,1
13028,2,661.32,330.66,2011-10-25,2011-11-17,23,1
12386,2,660.8,330.4,2010-12-08,2011-01-06,338,1
17375,4,660.55,165.14,2010-10-04,2011-05-24,200,1
14603,1,660.0,660.0,2011-03-10,2011-03-10,275,0
15405,2,659.84,329.92,2010-05-12,2011-06-03,190,1
15492,2,659.46,329.73,2011-09-26,2011-11-11,29,1
13759,2,659.41,329.7,2011-09-29,2011-11-06,34,1
14452,4,658.95,164.74,2010-07-06,2011-11-29,11,1
13622,1,658.95,658.95,2010-01-12,2010-01-12,697,0
14150,2,658.64,329.32,2010-12-15,2011-11-04,36,1
13433,4,658.32,164.58,2010-01-12,2010-07-26,502,1
16887,3,658.17,219.39,2009-12-01,2011-11-04,36,1
15880,1,658.06,658.06,2010-12-05,2010-12-05,370,0
15715,5,658.02,131.6,2010-03-30,2010-06-02,556,1
16696,4,657.9,164.47,2011-04-05,2011-07-27,136,1
17852,5,657.81,131.56,2009-12-08,2011-11-28,12,1
17459,2,657.3,328.65,2011-10-10,2011-10-27,44,1
16157,3,656.69,218.9,2011-09-28,2011-11-24,16,1
16708,1,656.63,656.63,2011-10-25,2011-10-25,46,0
14558,3,655.5,218.5,2009-12-08,2010-02-23,655,1
17371,6,655.37,109.23,2009-12-08,2011-11-22,18,1
16117,3,654.4,218.13,2010-04-27,2011-06-03,190,1
17398,3,653.38,217.79,2011-03-29,2011-08-17,115,1
13496,2,653.33,326.66,2010-12-15,2011-11-29,11,1
18121,2,653.3,326.65,2011-07-08,2011-07-13,150,1
15205,2,653.24,326.62,2011-08-04,2011-09-15,86,1
13820,3,652.75,217.58,2010-01-28,2010-10-17,419,1
17523,4,652.74,163.19,2011-11-20,2011-11-28,12,1
13840,1,651.4,651.4,2010-10-19,2010-10-19,417,0
12855,4,650.94,162.73,2010-11-02,2010-12-02,373,1
16056,1,650.75,650.75,2011-10-25,2011-10-25,46,0
16969,3,650.41,216.8,2011-06-01,2011-10-31,40,1
17779,3,650.32,216.77,2011-07-19,2011-11-18,22,1
14034,3,648.89,216.3,2011-07-05,2011-11-17,23,1
12844,4,648.6,162.15,2010-04-25,2011-11-10,30,1
16495,3,648.26,216.09,2011-03-08,2011-12-06,4,1
17777,3,647.56,215.85,2011-08-31,2011-11-15,25,1
16734,3,646.76,215.59,2011-08-17,2011-10-18,53,1
13474,3,646.59,215.53,2010-08-01,2011-04-17,237,1
14024,3,645.74,215.25,2010-11-14,2011-08-10,122,1
17380,3,645.0,215.0,2010-06-23,2010-10-01,435,1
12719,2,644.95,322.48,2011-10-05,2011-12-04,6,1
16185,3,644.72,214.91,2010-05-24,2011-11-23,17,1
17312,3,644.3,214.77,2011-07-03,2011-07-24,139,1
17976,1,643.58,643.58,2010-12-02,2010-12-02,373,0
17963,4,643.16,160.79,2010-01-19,2010-08-25,472,1
13237,1,643.0,643.0,2010-11-17,2010-11-17,388,0
15297,3,641.94,213.98,2011-10-07,2011-11-29,11,1
14537,2,641.4,320.7,2010-03-26,2011-10-13,58,1
12365,2,641.38,320.69,2011-02-21,2011-02-21,292,1
12624,2,641.13,320.56,2011-06-15,2011-08-25,107,1
13318,3,640.76,213.59,2011-11-02,2011-12-08,2,1
14563,2,640.54,320.27,2010-04-26,2010-07-18,510,1
12538,2,640.45,320.23,2010-11-26,2011-11-10,30,1
12880,2,640.13,320.06,2010-05-14,2010-11-23,382,1
15183,3,639.93,213.31,2010-05-04,2010-06-10,548,1
12734,3,639.65,213.22,2010-11-12,2010-12-22,353,1
15648,2,639.5,319.75,2011-03-17,2011-05-19,205,1
17998,3,639.24,213.08,2009-12-01,2010-11-24,381,1
16428,3,638.49,212.83,2010-07-30,2010-10-22,414,1
12699,1,638.11,638.11,2010-10-18,2010-10-18,418,0
14664,2,636.24,318.12,2011-11-06,2011-11-20,20,1
15829,2,636.14,318.07,2011-07-22,2011-09-01,100,1
16534,1,635.9,635.9,2010-03-07,2010-03-07,643,0
17334,3,635.15,211.72,2010-10-29,2011-02-10,303,1
14365,2,634.68,317.34,2010-01-27,2010-11-10,395,1
14219,3,633.83,211.28,2010-08-03,2011-12-05,5,1
15666,2,632.94,316.47,2010-08-01,2010-08-24,473,1
13540,3,632.39,210.8,2010-02-22,2010-08-29,468,1
14237,2,632.14,316.07,2010-04-28,2010-12-01,374,1
18183,2,632.07,316.03,2011-03-10,2011-04-26,228,1
13822,2,632.0,316.0,2011-10-30,2011-12-04,6,1
17985,1,631.35,631.35,2011-11-17,2011-11-17,23,0
13706,2,631.17,315.59,2010-03-23,2011-02-10,303,1
16193,2,630.43,315.22,2010-10-25,2011-04-17,237,1
16399,3,630.22,210.07,2010-11-15,2011-11-20,20,1
13525,2,628.78,314.39,2011-04-05,2011-11-25,15,1
14283,4,628.44,157.11,2010-05-19,2010-09-02,464,1
16158,9,628.32,69.81,2009-12-05,2010-07-05,523,1
13480,2,627.82,313.91,2010-01-29,2010-10-19,417,1
13518,1,627.16,627.16,2011-09-15,2011-09-15,86,0
14036,1,626.65,626.65,2011-02-28,2011-02-28,285,0
13914,2,626.45,313.23,2011-11-03,2011-11-28,12,1
14381,2,625.94,312.97,2010-09-14,2011-10-18,53,1
14793,2,625.9,312.95,2010-06-22,2011-11-18,22,1
16715,2,625.52,312.76,2010-05-26,2011-09-22,79,1
16330,7,625.38,89.34,2010-02-15,2011-11-22,18,1
17134,3,625.3,208.43,2010-09-23,2011-08-25,107,1
13776,2,623.98,311.99,2010-10-07,2010-10-07,429,1
16750,5,623.93,124.79,2011-04-21,2011-10-26,45,1
15147,1,623.5,623.5,2011-04-13,2011-04-13,241,0
16792,5,623.46,124.69,2010-01-04,2011-03-02,283,1
16431,3,623.28,207.76,2011-02-15,2011-05-10,214,1
15258,2,623.16,311.58,2011-05-06,2011-06-24,169,1
12575,2,622.82,311.41,2010-07-01,2010-09-08,458,1
14115,2,622.67,311.33,2010-02-11,2010-07-26,502,1
17005,2,622.36,311.18,2010-04-30,2010-08-26,471,1
18101,5,622.01,124.4,2010-02-03,2011-11-28,12,1
14169,2,621.51,310.75,2010-09-21,2010-10-05,431,1
16368,3,621.44,207.15,2010-09-30,2011-12-07,3,1
15016,5,620.89,124.18,2010-06-14,2011-06-20,173,1
13836,2,620.37,310.19,2010-10-21,2010-11-05,400,1
14339,2,620.27,310.13,2010-10-07,2011-04-11,243,1
12667,1,620.13,620.13,2011-10-12,2011-10-12,59,0
15276,4,619.8,154.95,2010-10-01,2011-10-04,67,1
13444,2,619.08,309.54,2010-07-21,2010-11-30,375,1
13020,2,618.96,309.48,2010-02-18,2010-05-26,563,1
14079,2,618.73,309.37,2010-01-26,2011-08-07,125,1
13493,2,618.63,309.31,2011-02-25,2011-03-09,276,1
16613,1,618.59,618.59,2011-09-30,2011-09-30,71,0
14594,2,618.33,309.17,2010-12-01,2011-12-02,8,1
12596,2,618.27,309.13,2011-04-11,2011-10-19,52,1
13301,4,618.09,154.52,2011-02-20,2011-08-28,104,1
14455,4,617.72,154.43,2010-08-01,2010-10-03,433,1
15956,2,617.6,308.8,2009-12-13,2010-06-06,552,1
14377,2,617.05,308.52,2011-03-22,2011-06-01,192,1
13369,1,616.56,616.56,2010-12-09,2010-12-09,366,0
16311,2,616.26,308.13,2011-10-21,2011-11-22,18,1
17639,6,615.17,102.53,2010-08-13,2011-03-08,277,1
15275,1,615.14,615.14,2011-11-02,2011-11-02,38,0
14077,6,615.08,102.51,2010-11-09,2011-10-30,41,1
16847,2,614.89,307.44,2010-03-31,2011-10-27,44,1
16566,5,614.66,122.93,2011-02-20,2011-11-24,16,1
16844,2,614.34,307.17,2010-05-06,2010-05-26,563,1
16343,3,614.12,204.71,2010-10-28,2011-11-23,17,1
14570,3,613.75,204.58,2010-09-22,2011-03-04,281,1
17035,4,613.59,153.4,2009-12-03,2011-04-08,246,1
15362,2,613.08,306.54,2009-12-01,2010-09-17,449,1
16116,1,612.78,612.78,2011-05-12,2011-05-12,212,0
16178,2,612.6,306.3,2010-11-03,2011-07-24,139,1
16589,4,612.36,153.09,2010-09-15,2011-09-29,72,1
12513,1,612.29,612.29,2011-08-19,2011-08-19,113,0
13008,3,612.13,204.04,2009-12-16,2011-01-20,324,1
15232,2,612.06,306.03,2011-07-22,2011-08-18,114,1
16922,1,611.08,611.08,2010-05-16,2010-05-16,573,0
13731,2,610.59,305.29,2011-04-07,2011-05-04,220,1
13832,2,609.89,304.94,2010-10-13,2011-11-20,20,1
14636,2,609.85,304.92,2011-03-16,2011-11-03,37,1
15748,3,609.81,203.27,2010-09-16,2011-10-30,41,1
17325,3,609.57,203.19,2010-03-08,2011-03-04,281,1
17707,8,609.3,76.16,2009-12-07,2011-06-07,186,1
16675,2,608.86,304.43,2010-08-18,2010-09-24,442,1
13933,2,608.79,304.39,2011-07-14,2011-08-22,110,1
15018,3,607.46,202.49,2010-12-07,2011-11-01,39,1
17473,2,607.0,303.5,2010-09-09,2010-10-27,409,1
15717,5,607.0,121.4,2010-04-26,2011-04-19,235,1
17119,2,606.91,303.45,2011-10-11,2011-12-06,4,1
15158,2,606.02,303.01,2010-11-03,2011-10-25,46,1
16590,2,605.9,302.95,2010-10-21,2010-11-04,401,1
17507,2,605.58,302.79,2011-02-03,2011-03-23,262,1
14323,2,605.06,302.53,2011-04-15,2011-08-17,115,1
16321,7,604.55,86.36,2009-12-01,2011-09-28,73,1
12944,2,604.51,302.25,2010-12-20,2011-11-04,36,1
14611,2,604.33,302.16,2010-04-20,2010-09-22,444,1
13106,2,603.46,301.73,2010-10-22,2011-07-29,134,1
12707,1,603.42,603.42,2011-02-21,2011-02-21,292,0
18264,1,603.25,603.25,2010-07-29,2010-07-29,499,0
16022,1,602.63,602.63,2011-03-24,2011-03-24,261,0
16080,4,602.56,150.64,2010-09-15,2011-09-19,82,1
12654,5,601.98,120.4,2011-02-17,2011-11-29,11,1
17270,2,601.45,300.73,2009-12-07,2010-08-27,470,1
14254,1,601.03,601.03,2010-10-03,2010-10-03,433,0
12420,1,600.39,600.39,2011-10-07,2011-10-07,64,0
17745,2,600.34,300.17,2010-06-02,2010-08-19,478,1
18211,5,600.07,120.01,2011-03-06,2011-11-14,26,1
17678,2,599.76,299.88,2010-04-15,2011-03-21,264,1
12521,1,599.68,599.68,2011-07-20,2011-07-20,143,0
12556,2,599.56,299.78,2011-07-11,2011-10-20,51,1
13311,2,598.57,299.29,2011-07-12,2011-12-05,5,1
15424,3,597.78,199.26,2010-09-02,2011-03-30,255,1
14569,4,597.33,149.33,2010-04-15,2011-12-08,2,1
15631,1,596.67,596.67,2010-03-07,2010-03-07,643,0
16780,3,596.4,198.8,2010-10-28,2011-08-31,101,1
15346,3,596.12,198.71,2010-10-04,2011-01-11,333,1
17845,4,596.09,149.02,2010-05-12,2010-06-02,556,1
14965,2,596.09,298.04,2011-09-04,2011-09-04,97,1
17209,3,595.7,198.57,2009-12-03,2010-02-28,650,1
17658,2,595.42,297.71,2011-05-12,2011-11-14,26,1
13684,4,594.88,148.72,2010-03-28,2011-02-27,286,1
14771,2,594.62,297.31,2009-12-03,2010-03-28,622,1
13558,4,594.52,148.63,2011-10-02,2011-12-04,6,1
15929,1,594.0,594.0,2010-03-05,2010-03-05,645,0
15442,1,594.0,594.0,2011-04-05,2011-04-05,249,0
14746,4,593.5,148.38,2010-10-12,2010-10-29,407,1
16412,5,593.19,118.64,2010-02-04,2011-10-17,54,1
18232,4,592.97,148.24,2011-05-26,2011-09-19,82,1
16776,2,592.51,296.25,2010-10-20,2011-10-10,61,1
