stock_code,product_description,stock_line_type,total_quantity,total_revenue,order_count,customer_count,average_selling_price,active_months,first_sale_date,last_sale_date,quantity_rank,revenue_rank
21250,SET OF SKULL WALL STICKERS,merchandise,396,956.4,53,47,2.42,21,2009-12-04,2011-11-17,2671,2353
85197,SET OF 12 MINI BUNNIES IN A BUCKET,merchandise,1667,955.26,73,63,0.57,12,2009-12-06,2011-07-29,1383,2354
23518,EMBROIDERED RIBBON REEL RACHEL,merchandise,357,954.93,41,40,2.67,4,2011-09-22,2011-12-02,2748,2355
22116,METAL SIGN HIS DINNER IS SERVED,merchandise,745,954.19,127,96,1.28,24,2009-12-01,2011-12-08,2179,2356
84664,CHERRY BLOSSOM BATHROOM CABINET,merchandise,192,950.4,50,17,4.95,8,2009-12-09,2010-10-20,3221,2357
72753B,S/3 FLWR FAIRY LAVENDER CANDLES,merchandise,444,949.95,13,11,2.14,4,2009-12-04,2010-03-26,2576,2358
21061,PARTY INVITES FOOTBALL,merchandise,1339,949.87,124,104,0.71,25,2009-12-08,2011-12-04,1576,2359
23088,ZINC HEART FLOWER T-LIGHT HOLDER,merchandise,760,947.18,57,52,1.25,8,2011-05-13,2011-12-07,2162,2360
22280,POCKET BAG PINK PAISELY BROWN SPOT,merchandise,582,946.78,87,79,1.63,23,2009-12-01,2011-12-08,2374,2361
47504H,ENGLISH ROSE SPIRIT LEVEL,merchandise,992,946.68,105,81,0.95,22,2010-02-03,2011-12-09,1889,2362
35958,FOLKART ZINC STAR CHRISTMAS DEC,merchandise,1112,945.2,69,58,0.85,7,2009-12-03,2010-12-09,1769,2363
21814,HEART T-LIGHT HOLDER,merchandise,653,944.45,71,59,1.45,17,2009-12-01,2011-11-27,2289,2364
21815,STAR  T-LIGHT HOLDER,merchandise,653,944.45,64,58,1.45,15,2009-12-01,2011-11-23,2290,2365
23033,DRAWER KNOB CERAMIC RED,merchandise,679,943.75,59,42,1.39,7,2011-06-14,2011-12-09,2248,2366
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,merchandise,802,940.0,61,40,1.17,21,2009-12-03,2011-12-07,2109,2367
85019B,BLOSSOM  IMAGES NOTEBOOK SET,merchandise,704,940.0,36,31,1.34,17,2010-03-18,2011-12-08,2230,2368
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,merchandise,613,937.25,26,23,1.53,14,2009-12-07,2011-10-24,2335,2369
37492B,BLUE YELLOW FLOWER PIGGY BANK,merchandise,488,937.2,43,33,1.92,10,2009-12-04,2010-10-05,2505,2370
23533,WALL ART GARDEN HAVEN,merchandise,210,936.34,31,27,4.46,3,2011-10-03,2011-12-09,3164,2371
21630,FLOOR CUSHION ELEPHANT CARNIVAL,merchandise,107,935.65,47,21,8.74,20,2009-12-04,2011-12-07,3512,2372
85160B,BLACK BIRD GARDEN DESIGN MUG,merchandise,6149,934.87,30,28,0.15,17,2009-12-16,2011-11-13,411,2373
21636,MADRAS NOTEBOOK MEDIUM,merchandise,1003,934.05,88,74,0.93,19,2009-12-04,2011-12-05,1874,2374
22995,TRAVEL CARD WALLET SUKI,merchandise,2228,932.88,183,90,0.42,11,2011-02-17,2011-12-08,1087,2375
72814,SET/3 CHRISTMAS BRIAR CANDLES,merchandise,259,932.85,49,42,3.6,7,2009-12-01,2010-11-22,3008,2376
23331,DECORATIVE WICKER HEART SMALL,merchandise,1492,932.28,81,67,0.62,5,2011-08-10,2011-12-08,1485,2377
20932,PINK POT PLANT CANDLE,merchandise,305,932.05,56,54,3.06,20,2009-12-17,2011-12-08,2885,2378
20758,ABSTRACT CIRCLES POCKET BOOK,merchandise,5391,931.95,74,61,0.17,24,2009-12-01,2011-12-07,489,2379
20780,BLACK EAR MUFF HEADPHONES,merchandise,189,929.87,58,35,4.92,16,2009-12-02,2011-11-25,3237,2380
21425,SKULLS STORAGE BOX LARGE,merchandise,450,928.14,58,41,2.06,22,2009-12-02,2011-12-06,2562,2381
21562,HAWAIIAN GRASS SKIRT,merchandise,664,926.71,63,47,1.4,22,2010-01-07,2011-11-21,2271,2382
85018D,YULETIDE IMAGES S/6 PAPER BOXES,merchandise,771,924.45,63,57,1.2,10,2009-12-02,2011-01-14,2148,2383
23153,ZINC SWEETHEART WIRE LETTER RACK,merchandise,248,923.63,78,67,3.72,9,2011-04-18,2011-12-08,3041,2384
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,merchandise,2196,922.32,108,95,0.42,15,2009-12-04,2011-11-22,1099,2385
23512,EMBROIDERED RIBBON REEL ROSIE,merchandise,484,921.46,49,46,1.9,4,2011-09-22,2011-12-08,2509,2386
84817,DANISH ROSE DECORATIVE PLATE,merchandise,1051,920.64,77,70,0.88,22,2010-02-08,2011-12-08,1821,2387
23107,WHITE WIRE PLANT POT HOLDER,merchandise,340,919.8,61,60,2.71,8,2011-05-12,2011-12-08,2784,2388
84358,FLOOR LAMP SHADE WOOD BASE,merchandise,114,919.58,22,11,8.07,16,2009-12-01,2011-08-09,3471,2389
23566,EGG CUP MILKMAID HEIDI,merchandise,784,919.52,46,44,1.17,3,2011-10-17,2011-12-05,2130,2390
22069,BROWN  PIRATE TREASURE CHEST,merchandise,640,919.38,89,66,1.44,23,2009-12-01,2011-12-09,2305,2391
21702,SET 5 MINI GATEAUX  FRIDGE MAGNETS,merchandise,2636,918.68,8,5,0.35,3,2009-12-15,2010-02-15,942,2392
20773,BLUE PAISLEY NOTEBOOK,merchandise,3320,918.0,95,78,0.28,22,2009-12-01,2011-09-12,779,2393
84826,ASSTD DESIGN 3D PAPER STICKERS,merchandise,1791,917.53,50,48,0.51,21,2009-12-06,2011-12-07,1309,2394
20707,CRAZY DAISY HEART DECORATION,merchandise,1280,915.37,63,48,0.72,25,2009-12-10,2011-12-05,1630,2395
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,merchandise,2928,915.12,90,82,0.31,21,2009-12-01,2011-11-24,863,2396
20622,VIPPASSPORT COVER,merchandise,523,914.18,82,59,1.75,23,2009-12-01,2011-11-28,2465,2397
20671,BLUE TEATIME PRINT BOWL,merchandise,741,912.57,106,70,1.23,13,2009-12-07,2010-12-09,2183,2398
85104,SILVER GLASS T-LIGHT SET,merchandise,335,912.53,51,40,2.72,19,2009-12-01,2011-12-06,2799,2399
21131,GOLD STANDING GNOME,merchandise,253,910.25,28,18,3.6,15,2010-03-24,2011-12-06,3024,2400
46000P,POLYESTER FILLER PAD 65CMx65CM,merchandise,214,909.5,48,37,4.25,14,2009-12-01,2011-09-04,3155,2401
23514,EMBROIDERED RIBBON REEL SALLY,merchandise,458,909.14,62,57,1.99,4,2011-09-22,2011-12-04,2544,2402
85189,HANGING BUTTERFLY  EGG,merchandise,1117,908.89,58,53,0.81,11,2009-12-16,2011-03-16,1764,2403
85135B,BLUE DRAGONFLY HELICOPTER,merchandise,114,906.3,76,67,7.95,18,2009-12-02,2011-11-17,3472,2404
72045D,ROSES ON BLUE TEACUP CANDLE,merchandise,536,905.84,3,3,1.69,3,2009-12-03,2010-03-03,2442,2405
22707,WRAP MONSTER FUN,merchandise,2150,903.0,81,70,0.42,20,2010-05-27,2011-12-02,1126,2406
23510,MINI PLAYING CARDS GYMKHANA,merchandise,2297,901.74,95,90,0.39,4,2011-09-22,2011-12-08,1056,2407
21725,SWEETIES  STICKERS,merchandise,1060,901.0,109,81,0.85,24,2009-12-02,2011-11-17,1809,2409
22322,BIRD DECORATION GREEN POLKADOT,merchandise,1060,901.0,92,77,0.85,21,2009-12-02,2011-11-10,1810,2410
21269,ANTIQUE CREAM CUTLERY SHELF,merchandise,106,901.0,58,52,8.5,21,2009-12-08,2011-11-22,3517,2408
84405A,S/3 PINK COL METAL BASKET W HANDLE,merchandise,122,900.3,45,40,7.38,11,2009-12-02,2010-10-05,3438,2411
20798,CLEAR MILKSHAKE GLASS,merchandise,459,899.1,41,35,1.96,13,2010-01-19,2011-01-25,2542,2412
21691,SILVER VANILLA FLOWER CANDLE POT,merchandise,240,898.56,66,56,3.74,11,2009-12-01,2010-10-29,3072,2413
20778,GARDEN PATH NOTEBOOK,merchandise,3599,898.35,80,66,0.25,16,2009-12-03,2011-04-26,719,2414
84760L,LARGE HANGING GLASS+ZINC LANTERN,merchandise,560,896.0,1,1,1.6,1,2010-05-04,2010-05-04,2407,2415
23419,HOME SWEET HOME BOTTLE,merchandise,437,895.04,61,56,2.05,4,2011-09-11,2011-12-07,2589,2416
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,merchandise,2884,894.92,63,50,0.31,19,2009-12-02,2011-12-08,871,2417
85019A,ROMANTIC IMAGES NOTEBOOK SET,merchandise,643,893.75,41,37,1.39,20,2010-01-05,2011-12-08,2301,2418
22643,SET OF 4 NAPKIN CHARMS LEAVES,merchandise,409,893.19,76,72,2.18,17,2010-07-18,2011-12-08,2648,2419
17109B,FLOWER FAIRY INCENSE LAVENDER,merchandise,4541,892.91,16,13,0.2,4,2009-12-02,2010-03-05,588,2420
84666,SQUARE CHERRY BLOSSOM CABINET,merchandise,226,892.7,33,13,3.95,10,2009-12-09,2011-04-19,3121,2421
37475,SET/4 COLOURFUL MIXING BOWLS,merchandise,94,891.5,51,45,9.48,23,2009-12-14,2011-12-02,3590,2422
21726,MULTI HEARTS  STICKERS,merchandise,1064,891.4,127,93,0.84,24,2009-12-01,2011-12-07,1806,2423
23540,WALL ART THE MAGIC FOREST,merchandise,146,890.54,10,9,6.1,3,2011-10-03,2011-12-06,3358,2424
22096,PINK PAISLEY SQUARE TISSUE BOX,merchandise,1648,888.78,163,129,0.54,24,2009-12-02,2011-12-08,1396,2425
22512,DOORSTOP RACING CAR DESIGN,merchandise,375,888.23,63,54,2.37,17,2010-03-12,2011-12-06,2707,2426
47593B,SCOTTIES DESIGN BABY BIB,merchandise,1832,887.64,124,89,0.48,25,2009-12-02,2011-12-07,1287,2427
22598,CHRISTMAS MUSICAL ZINC TREE,merchandise,1567,885.97,93,82,0.57,11,2010-07-26,2011-12-08,1445,2428
84963A,PINK PAINTED KASHMIRI CHAIR,merchandise,26,885.2,8,8,34.05,7,2010-05-19,2010-12-05,4078,2429
21721,CANDY SHOP  STICKER SHEET,merchandise,1042,882.58,89,73,0.85,21,2009-12-08,2011-10-26,1830,2430
22994,TRAVEL CARD WALLET RETROSPOT,merchandise,2104,882.24,160,89,0.42,11,2011-02-16,2011-12-09,1152,2431
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,merchandise,52,881.4,32,28,16.95,17,2009-12-13,2011-12-05,3833,2432
84247E,PACK/12 XMAS FUN CARD,merchandise,305,880.55,69,68,2.89,11,2010-06-30,2011-10-19,2886,2433
84974,S/2 ZINC HEART DESIGN PLANTERS,merchandise,89,879.55,57,52,9.88,21,2010-01-06,2011-11-01,3613,2434
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,merchandise,3487,879.42,62,51,0.25,12,2009-12-01,2011-01-04,741,2435
72799A,BLACK PILLAR CANDLE SILVER FLOCK,merchandise,612,877.8,18,14,1.43,7,2009-12-03,2010-08-04,2337,2436
20934,SET/3 POT PLANT CANDLES,merchandise,167,877.15,47,44,5.25,16,2009-12-02,2011-11-04,3296,2437
22264,FELT FARM ANIMAL WHITE BUNNY,merchandise,1815,875.91,88,80,0.48,14,2010-01-07,2011-04-07,1300,2438
21805,WHITE CHRISTMAS TREE DECORATION,merchandise,2124,874.8,82,77,0.41,8,2009-12-01,2010-11-21,1141,2439
21060,PARTY INVITES BALLOON GIRL,merchandise,1220,874.4,123,102,0.72,25,2009-12-08,2011-12-04,1679,2440
22814,CARD PARTY GAMES,merchandise,2162,873.48,135,101,0.4,16,2010-09-22,2011-12-07,1116,2441
22255,FELT TOADSTOOL  SMALL,merchandise,1027,872.95,87,73,0.85,24,2009-12-01,2011-12-07,1849,2442
37330,SPOTS MUG,merchandise,504,872.64,22,19,1.73,11,2010-01-19,2011-03-22,2485,2443
47504E,ENGLISH ROSE SCISSORS,merchandise,4372,871.4,37,31,0.2,11,2009-12-01,2010-10-12,606,2444
21945,STRAWBERRIES  DESIGN FLANNEL,merchandise,1530,869.84,73,61,0.57,23,2009-12-10,2011-12-06,1465,2445
22821,GIFT BAG PSYCHEDELIC APPLES,merchandise,1336,868.76,103,83,0.65,16,2010-09-15,2011-12-01,1579,2446
20759,CHRYSANTHEMUM POCKET BOOK,merchandise,5739,867.75,44,35,0.15,23,2009-12-17,2011-12-07,455,2447
17033,"BROCADE PURSE,SMALL ARCH BUTTON",merchandise,3279,867.55,68,58,0.26,10,2009-12-02,2010-10-19,787,2448
20757,RED DAISY POCKET BOOK,merchandise,5314,867.28,55,49,0.16,19,2009-12-07,2011-11-27,502,2449
84637,KITCHEN FLOWER POTS WALL PLAQUE,merchandise,487,867.25,33,28,1.78,18,2010-02-12,2011-09-23,2506,2450
21189,WHITE HONEYCOMB PAPER GARLAND,merchandise,543,866.75,61,53,1.6,22,2009-12-04,2011-12-08,2430,2451
35923,CANDY HEART HANGING DECORATION,merchandise,1453,866.71,66,51,0.6,22,2009-12-08,2011-12-01,1504,2452
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,merchandise,322,866.58,39,23,2.69,10,2009-12-02,2011-12-04,2832,2453
22647,CERAMIC LOVE HEART MONEY BANK,merchandise,1042,866.5,68,60,0.83,17,2010-05-14,2011-12-08,1831,2454
21720,CAKE SHOP  STICKER SHEET,merchandise,1036,866.04,87,73,0.84,17,2009-12-06,2011-07-26,1839,2455
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED,merchandise,713,863.89,67,61,1.21,6,2009-12-03,2010-12-05,2217,2456
20617,FIRST CLASS PASSPORT COVER,merchandise,452,863.88,74,59,1.91,21,2009-12-06,2011-11-28,2554,2457
84791,GINGHAM HEART DECORATION,merchandise,296,863.6,75,66,2.92,8,2009-12-01,2010-07-20,2905,2458
85124B,BLUE JUICY FRUIT PHOTO FRAME,merchandise,344,861.0,84,45,2.5,24,2009-12-08,2011-11-06,2777,2459
23517,EMBROIDERED RIBBON REEL REBECCA,merchandise,312,860.88,51,50,2.76,4,2011-09-22,2011-12-05,2865,2460
84925F,PSYCHEDELIC WALL THERMOMETER,merchandise,712,860.48,31,29,1.21,15,2010-01-12,2011-07-31,2219,2461
23002,TRAVEL CARD WALLET SKULLS,merchandise,2052,860.4,140,85,0.42,11,2011-02-16,2011-12-09,1184,2462
21664,RIDGED GLASS STORAGE JAR CREAM LID,merchandise,236,859.08,54,44,3.64,20,2009-12-03,2011-10-17,3085,2463
23099,FRENCH CARRIAGE LANTERN,merchandise,132,858.9,54,46,6.51,8,2011-05-16,2011-12-07,3406,2464
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,merchandise,150,856.5,25,23,5.71,11,2010-03-05,2011-12-02,3346,2465
84596E,SMALL LICORICE DES PINK BOWL,merchandise,884,855.2,124,90,0.97,17,2009-12-01,2011-04-01,2018,2466
21635,MADRAS NOTEBOOK LARGE,merchandise,400,855.0,39,35,2.14,15,2009-12-04,2011-07-13,2662,2467
20774,GREEN FERN NOTEBOOK,merchandise,3427,854.55,76,68,0.25,21,2009-12-01,2011-09-26,752,2468
72800C,S/4 PINK DINNER CANDLE SILVER FLOCK,merchandise,646,854.38,66,49,1.32,21,2009-12-07,2011-12-08,2298,2469
21062,PARTY INVITES SPACEMAN,merchandise,1033,853.93,120,102,0.83,25,2009-12-08,2011-12-02,1842,2470
23532,WALL ART WORK REST AND PLAY,merchandise,205,853.47,26,23,4.16,3,2011-10-03,2011-12-08,3183,2471
85129D,BEADED CRYSTAL HEART PINK SMALL,merchandise,656,851.6,85,59,1.3,24,2009-12-06,2011-12-05,2282,2472
21007,ETCHED GLASS DROPLET DECORATION,merchandise,1905,851.23,39,36,0.45,9,2009-12-02,2010-09-23,1257,2473
20991,JAZZ HEARTS MAGNETIC MEMO PAD,merchandise,7058,850.9,16,12,0.12,3,2009-12-02,2010-02-01,357,2474
85135C,RED DRAGONFLY HELICOPTER,merchandise,107,850.65,65,57,7.95,19,2009-12-07,2011-12-08,3513,2475
84985A,SET OF 72 GREEN PAPER DOILIES,merchandise,586,849.7,119,95,1.45,16,2009-12-01,2011-03-01,2367,2476
85226A,WHITE/BLUE PULL BACK RACING CAR,merchandise,1658,849.5,114,95,0.51,12,2009-12-02,2010-11-24,1390,2477
21303,FILIGREE WALL MIRROR  ANTIQUE WHITE,merchandise,92,848.8,26,24,9.23,4,2009-12-03,2010-03-10,3601,2478
21801,CHRISTMAS TREE DECORATION WITH BELL,merchandise,2020,848.4,80,69,0.42,13,2009-12-04,2011-10-30,1193,2479
21338,MARAKESH LANTERN SMALL,merchandise,196,848.35,11,9,4.33,4,2009-12-05,2010-03-04,3208,2480
21836,GINGHAM OVEN GLOVE RED HEART,merchandise,226,847.5,80,77,3.75,14,2009-12-08,2011-01-20,3122,2481
90200D,PINK SWEETHEART BRACELET,merchandise,202,846.5,55,41,4.19,21,2009-12-01,2011-12-07,3191,2482
84341B,SMALL PINK MAGIC CHRISTMAS TREE,merchandise,1715,846.28,94,79,0.49,13,2009-12-01,2011-11-15,1355,2483
85032B,BLOSSOM IMAGES GIFT WRAP SET,merchandise,929,846.0,106,95,0.91,22,2010-01-22,2011-12-08,1961,2484
20801,LARGE PINK GLASS SUNDAE DISH,merchandise,902,845.86,69,61,0.94,15,2010-01-27,2011-05-25,1995,2485
85124A,PINK JUICY FRUIT PHOTO FRAME,merchandise,339,843.75,70,43,2.49,11,2009-12-08,2010-10-01,2786,2486
84782A,PINK 3 TIER GLASS PLATE STAND,merchandise,119,840.45,26,24,7.06,6,2009-12-01,2010-08-19,3449,2487
22893,MINI CAKE STAND T-LIGHT HOLDER,merchandise,2054,839.64,93,70,0.41,14,2010-10-15,2011-12-08,1183,2488
23502,PLAYING CARDS VINTAGE DOILY,merchandise,690,838.98,87,80,1.22,4,2011-09-22,2011-12-07,2242,2489
21127,COLOURFUL FISHING GNOME,merchandise,284,838.6,36,25,2.95,7,2009-12-03,2010-06-10,2943,2490
23178,JAM CLOCK MAGNET,merchandise,309,838.47,55,50,2.71,10,2011-03-03,2011-12-09,2875,2491
21299,EDWARDIAN TOILET ROLL UNIT,merchandise,161,838.35,29,25,5.21,4,2009-12-01,2010-03-12,3318,2492
23179,CLOCK MAGNET MUM'S KITCHEN,merchandise,304,837.88,40,36,2.76,10,2011-03-03,2011-12-08,2890,2493
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,merchandise,525,837.45,65,55,1.6,21,2009-12-07,2011-12-05,2461,2494
20867,PINK ROSE FABRIC MIRROR,merchandise,880,836.72,75,68,0.95,23,2009-12-01,2011-12-06,2021,2495
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,merchandise,1018,836.18,109,98,0.82,18,2009-12-13,2011-07-20,1857,2496
21780,MA CAMPAGNE 4 DRAWER WALL SHELF,merchandise,125,835.55,17,17,6.68,2,2009-12-08,2010-01-08,3428,2497
21261,GREEN GOOSE FEATHER CHRISTMAS TREE,merchandise,245,834.75,43,37,3.41,13,2009-12-07,2011-12-06,3056,2498
22143,CHRISTMAS CRAFT HEART DECORATIONS,merchandise,420,834.0,53,51,1.99,8,2009-12-01,2010-10-27,2625,2499
85130D,BEADED CRYSTAL HEART PINK LARGE,merchandise,739,832.53,80,63,1.13,25,2009-12-08,2011-12-07,2186,2500
20786,BLACK RETRO BAR STOOL,merchandise,22,830.9,9,9,37.77,7,2010-01-22,2010-10-06,4139,2501
21650,ASSORTED TUTTI FRUTTI BRACELET,merchandise,2797,830.89,101,84,0.3,22,2009-12-01,2011-12-07,895,2502
21014,SWISS CHALET TREE DECORATION,merchandise,1771,830.31,107,91,0.47,11,2009-12-01,2011-11-23,1323,2503
22164,STRING OF STARS CARD HOLDER,merchandise,309,829.95,42,40,2.69,14,2009-12-03,2011-11-28,2876,2504
72598,SET/12 TAPER CANDLES,merchandise,1059,829.59,89,74,0.78,23,2009-12-02,2011-12-08,1812,2505
72529W,WHITE ADVENT CANDLE,merchandise,443,829.08,39,39,1.87,5,2009-12-01,2010-09-30,2580,2506
35599B,BLACK CHRISTMAS TREE 120CM,merchandise,249,828.57,38,26,3.33,11,2009-12-02,2011-12-04,3035,2507
84820,DANISH ROSE TRINKET TRAYS,merchandise,317,828.15,49,46,2.61,20,2010-02-08,2011-12-08,2851,2508
85159A,"BLACK TEA,COFFEE,SUGAR JARS",merchandise,458,823.9,48,41,1.8,16,2010-05-10,2011-12-04,2545,2509
23338,EGG FRYING PAN RED,merchandise,405,820.32,91,62,2.03,7,2011-06-12,2011-12-09,2654,2510
84907,PINK/YELLOW PATCH CUSHION COVER,merchandise,365,820.05,14,12,2.25,10,2009-12-16,2011-06-08,2728,2511
23479,WIRE EGG BASKET,merchandise,109,819.65,40,35,7.52,3,2011-10-17,2011-12-08,3502,2512
23186,FRENCH STYLE STORAGE JAR CAFE,merchandise,1982,819.46,70,57,0.41,8,2011-03-08,2011-12-07,1217,2513
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",merchandise,321,818.55,82,68,2.55,24,2009-12-04,2011-12-05,2839,2514
20756,GREEN FERN POCKET BOOK,merchandise,5679,816.75,44,40,0.14,16,2009-12-01,2011-11-22,459,2515
84660A,WHITE STITCHED WALL CLOCK,merchandise,851,814.4,42,34,0.96,12,2010-03-01,2011-10-03,2056,2516
35598B,BLACK CHRISTMAS TREE 60CM,merchandise,945,814.35,48,37,0.86,13,2009-12-04,2011-11-30,1942,2517
84750A,PINK SMALL GLASS CAKE STAND,merchandise,447,814.05,49,42,1.82,7,2009-12-01,2011-03-20,2572,2518
17039,INLAID WOOD INCENSE HOLDER,merchandise,3641,813.09,30,20,0.22,9,2009-12-07,2010-08-09,714,2519
21580,RABBIT  DESIGN  COTTON TOTE BAG,merchandise,369,812.25,89,76,2.2,22,2009-12-01,2011-11-30,2723,2520
20833,SHAKER THROW  QUILTED,merchandise,52,811.8,5,3,15.61,3,2009-12-06,2010-03-09,3834,2521
23380,PACK OF 12 VINTAGE DOILY TISSUES,merchandise,2159,811.77,94,86,0.38,4,2011-09-05,2011-12-08,1119,2522
21724,PANDA AND BUNNIES STICKER SHEET,merchandise,955,811.75,126,81,0.85,25,2009-12-01,2011-12-08,1929,2523
21944,KITTENS DESIGN FLANNEL,merchandise,1538,811.1,75,53,0.53,20,2009-12-02,2011-12-08,1459,2524
85231L,LAVENDER SCENTED SET/9 T-LIGHTS,merchandise,1018,810.7,101,81,0.8,6,2009-12-01,2010-05-02,1858,2525
85145,JARDIN ETCHED GLASS LARGE BELL JAR,merchandise,91,809.05,30,27,8.89,12,2009-12-17,2011-04-28,3605,2526
16011,ANIMAL STICKERS,merchandise,3858,808.98,112,83,0.21,24,2009-12-04,2011-12-07,674,2527
21629,SQUARE FLOOR CUSHION VINTAGE RED,merchandise,103,808.85,49,27,7.85,24,2009-12-03,2011-12-08,3533,2528
47589,CONGRATULATIONS BUNTING,merchandise,148,806.6,70,59,5.45,14,2009-12-15,2011-05-24,3354,2529
21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,merchandise,162,805.65,32,25,4.97,4,2009-12-02,2010-06-03,3315,2530
85130B,BEADED CRYSTAL HEART GREEN LARGE,merchandise,875,805.05,59,50,0.92,17,2010-01-21,2011-12-07,2029,2531
84660B,BLACK STITCHED WALL CLOCK,merchandise,727,804.65,44,26,1.11,16,2009-12-01,2011-09-01,2193,2532
82616B,FRAPPUCINO SCARF KNITTING KIT,merchandise,536,803.78,75,57,1.5,19,2009-12-01,2011-12-01,2443,2533
21676,FLOWERS  STICKERS,merchandise,1120,802.66,98,75,0.72,23,2009-12-02,2011-11-30,1761,2534
20669,RED HEART LUGGAGE TAG,merchandise,642,800.22,132,103,1.25,22,2009-12-02,2011-11-27,2303,2535
21555,CERAMIC STRAWBERRY TRINKET TRAY,merchandise,322,799.5,51,38,2.48,21,2009-12-02,2011-11-06,2833,2536
84632,DECORATIVE HANGING SHELVING UNIT,merchandise,14,799.3,10,8,57.09,7,2010-03-11,2011-07-21,4277,2537
85166B,BLACK METAL BAROQUE PHOTO FRAME,merchandise,501,798.75,31,28,1.59,11,2009-12-04,2010-11-14,2492,2538
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,merchandise,541,797.12,78,57,1.47,20,2009-12-02,2011-12-06,2435,2539
22510,GINGHAM BABUSHKA DOORSTOP,merchandise,316,796.36,82,70,2.52,19,2010-03-15,2011-12-08,2855,2540
22936,BAKING MOULD ROSE WHITE CHOCOLATE,merchandise,267,796.13,33,30,2.98,11,2010-12-08,2011-12-08,2988,2541
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,merchandise,416,795.68,21,19,1.91,7,2011-06-15,2011-12-05,2635,2542
21331,MOROCCAN BEATEN METAL DISH LARGE,merchandise,104,793.74,24,23,7.63,14,2009-12-06,2011-11-16,3528,2543
22247,BUNNY DECORATION MAGIC GARDEN,merchandise,971,792.07,102,86,0.82,14,2009-12-13,2011-11-25,1912,2544
84685,BEACH HUT KEY CABINET,merchandise,360,790.0,54,46,2.19,16,2009-12-10,2011-05-22,2736,2545
20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,merchandise,295,787.05,30,26,2.67,2,2009-12-02,2010-01-17,2908,2546
22134,MINI LADLE LOVE HEART RED,merchandise,1987,784.74,126,80,0.39,25,2009-12-02,2011-12-06,1213,2547
85032C,CURIOUS IMAGES GIFT WRAP SET,merchandise,799,784.7,100,85,0.98,22,2009-12-04,2011-12-08,2117,2548
85196,EASTER BUNNIES ON A STICK,merchandise,1536,783.96,66,59,0.51,4,2009-12-07,2010-03-29,1461,2549
85194S,HANGING SPRING FLOWER EGG SMALL,merchandise,1680,783.8,95,84,0.47,19,2010-01-05,2011-12-04,1375,2550
84767,ZINC POLICE BOX LANTERN,merchandise,193,783.7,4,4,4.06,3,2009-12-14,2010-03-14,3217,2551
21264,WHITE GOOSE FEATHER TREE 60CM,merchandise,352,782.4,57,51,2.22,12,2009-12-08,2011-12-06,2759,2552
21318,GLASS CHALICE BLUE SMALL,merchandise,936,780.3,77,70,0.83,16,2009-12-13,2011-05-06,1951,2553
23004,TRAVEL CARD WALLET PANTRY,merchandise,1853,779.9,123,73,0.42,11,2011-02-16,2011-12-09,1274,2554
21414,SCALLOP SHELL SOAP DISH,merchandise,1614,779.4,20,17,0.48,10,2009-12-14,2011-02-22,1415,2555
84660C,PINK STITCHED WALL CLOCK,merchandise,689,778.07,55,29,1.13,16,2009-12-02,2011-09-08,2243,2556
23472,NINE DRAWER OFFICE TIDY,merchandise,54,777.9,30,29,14.41,3,2011-10-02,2011-12-07,3822,2557
22216,T-LIGHT HOLDER WHITE LACE,merchandise,1069,775.57,57,48,0.73,21,2009-12-02,2011-12-09,1801,2558
22825,DECORATIVE PLANT POT WITH FRIEZE,merchandise,99,775.05,34,32,7.83,14,2010-10-22,2011-11-27,3555,2559
23220,REINDEER HEART DECORATION GOLD,merchandise,929,774.43,77,55,0.83,6,2011-06-09,2011-12-08,1962,2560
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,merchandise,575,774.29,77,48,1.35,23,2009-12-01,2011-12-05,2380,2561
22547,MINI JIGSAW DINOSAUR,merchandise,1913,773.01,109,84,0.4,22,2010-03-28,2011-12-08,1250,2562
21551,CERAMIC BIRDHOUSE BUTTERFLY LARGE,merchandise,165,772.95,19,16,4.68,2,2009-12-02,2010-01-29,3301,2563
85163A,WHITE BAROQUE WALL CLOCK,merchandise,79,772.65,41,35,9.78,18,2009-12-02,2011-11-23,3677,2564
21632,VINTAGE PINK DECORATIVE PARASOL,merchandise,102,772.5,32,30,7.57,12,2009-12-02,2011-01-05,3536,2565
