stock_code,product_description,sale_quarter,quantity_sold,revenue,order_count,customer_count
22344,PARTY PIZZA DISH PINK POLKADOT,2011-Q2,79,67.15,7,7
22344,PARTY PIZZA DISH PINK POLKADOT,2011-Q3,106,90.88,11,10
22344,PARTY PIZZA DISH PINK POLKADOT,2011-Q4,243,58.05,8,7
22345,PARTY PIZZA DISH BLUE+WHITE SPOT,2009-Q4,30,25.5,3,3
22345,PARTY PIZZA DISH BLUE WHITE SPOT,2010-Q1,23,19.55,6,6
22345,PARTY PIZZA DISH BLUE WHITE SPOT,2010-Q2,100,85.0,10,10
22345,PARTY PIZZA DISH BLUE RETROSPOT,2010-Q3,102,86.7,14,13
22345,PARTY PIZZA DISH BLUE RETROSPOT,2010-Q4,459,159.75,14,11
22345,PARTY PIZZA DISH BLUE POLKADOT,2011-Q1,245,85.37,13,11
22345,PARTY PIZZA DISH BLUE POLKADOT,2011-Q2,49,41.65,7,7
22345,PARTY PIZZA DISH BLUE POLKADOT,2011-Q3,53,45.05,5,4
22345,PARTY PIZZA DISH BLUE POLKADOT,2011-Q4,250,60.04,10,9
22346,PARTY PIZZA DISH GREEN+WHITE SPOT,2009-Q4,18,15.3,2,2
22346,PARTY PIZZA DISH GREEN WHITE SPOT,2010-Q1,11,9.35,5,5
22346,PARTY PIZZA DISH GREEN WHITE SPOT,2010-Q2,37,31.45,6,6
22346,PARTY PIZZA DISH GREEN RETROSPOT,2010-Q3,46,39.1,8,6
22346,PARTY PIZZA DISH GREEN RETROSPOT,2010-Q4,495,196.35,14,10
22346,PARTY PIZZA DISH GREEN POLKADOT,2011-Q1,140,53.72,8,7
22346,PARTY PIZZA DISH GREEN POLKADOT,2011-Q2,90,67.14,4,4
22346,PARTY PIZZA DISH GREEN POLKADOT,2011-Q3,53,45.05,5,5
22346,PARTY PIZZA DISH GREEN POLKADOT,2011-Q4,251,62.45,9,8
22347,PIZZA SLICE DISH,2009-Q4,260,325.0,22,18
22347,PIZZA SLICE DISH,2010-Q1,239,298.75,26,24
22347,PIZZA SLICE DISH,2010-Q2,1668,1809.12,25,20
22347,PIZZA SLICE DISH,2010-Q3,474,503.58,3,3
22348,TEA BAG PLATE RED SPOTTY,2009-Q4,1248,967.2,52,47
22348,TEA BAG PLATE RED SPOTTY,2010-Q1,2703,2166.51,108,94
22348,TEA BAG PLATE RED SPOTTY,2010-Q2,1204,982.84,90,77
22348,TEA BAG PLATE RED SPOTTY,2010-Q3,1679,1352.27,88,69
22348,TEA BAG PLATE RED SPOTTY,2010-Q4,1808,1490.0,120,92
22348,TEA BAG PLATE RED RETROSPOT,2011-Q1,1055,859.31,56,49
22348,TEA BAG PLATE RED RETROSPOT,2011-Q2,808,649.36,46,41
22348,TEA BAG PLATE RED RETROSPOT,2011-Q3,711,609.81,60,44
22348,TEA BAG PLATE RED RETROSPOT,2011-Q4,760,655.36,70,53
22349,"DOG BOWL , CHASING BALL DESIGN",2009-Q4,211,773.97,36,34
22349,"DOG BOWL , CHASING BALL DESIGN",2010-Q1,277,1021.47,50,49
22349,DOG BOWL CHASING BALL DESIGN,2010-Q2,209,749.19,33,30
22349,DOG BOWL CHASING BALL DESIGN,2010-Q3,194,727.5,48,43
22349,DOG BOWL CHASING BALL DESIGN,2010-Q4,181,665.19,40,39
22349,DOG BOWL CHASING BALL DESIGN,2011-Q1,150,530.7,26,25
22349,DOG BOWL CHASING BALL DESIGN,2011-Q2,899,3603.45,20,17
22349,DOG BOWL CHASING BALL DESIGN,2011-Q3,128,480.0,30,28
22349,DOG BOWL CHASING BALL DESIGN,2011-Q4,147,550.03,35,34
22350,CAT BOWL,2009-Q4,385,884.55,28,25
22350,CAT BOWL,2010-Q1,244,622.2,39,39
22350,ILLUSTRATED CAT BOWL,2010-Q2,274,655.5,34,31
22350,ILLUSTRATED CAT BOWL,2010-Q3,155,395.25,35,29
22350,ILLUSTRATED CAT BOWL,2010-Q4,203,518.49,32,31
22350,ILLUSTRATED CAT BOWL,2011-Q1,134,345.9,20,19
22350,ILLUSTRATED CAT BOWL,2011-Q2,984,2633.52,16,16
22350,ILLUSTRATED CAT BOWL,2011-Q3,125,318.75,25,24
22350,ILLUSTRATED CAT BOWL,2011-Q4,99,252.45,22,21
22351,DOTCOMGIFTSHOP TEA TOWEL,2011-Q1,12,19.8,1,1
22352,LUNCHBOX WITH CUTLERY RETROSPOT,2009-Q4,365,838.95,48,34
22352,LUNCHBOX WITH CUTLERY RETROSPOT,2010-Q1,918,2181.6,133,88
22352,LUNCHBOX WITH CUTLERY RETROSPOT,2010-Q2,796,1986.15,134,102
22352,LUNCH BOX WITH CUTLERY RETROSPOT,2010-Q3,1231,2896.05,122,95
22352,LUNCH BOX WITH CUTLERY RETROSPOT,2010-Q4,767,1847.85,95,77
22352,LUNCH BOX WITH CUTLERY RETROSPOT,2011-Q1,737,1717.35,75,57
22352,LUNCH BOX WITH CUTLERY RETROSPOT,2011-Q2,799,1902.45,93,74
22352,LUNCH BOX WITH CUTLERY RETROSPOT,2011-Q3,673,1583.56,76,66
22352,LUNCH BOX WITH CUTLERY RETROSPOT,2011-Q4,475,1110.48,60,45
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES,2009-Q4,242,590.1,40,31
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES,2010-Q1,1057,2441.55,104,67
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES,2010-Q2,859,2071.65,117,88
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,2010-Q3,582,1457.1,86,67
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,2011-Q1,36,91.8,14,13
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,2011-Q2,24,61.2,10,10
22354,RETRO SPOT PADDED SEAT CUSHION,2009-Q4,79,272.49,7,7
22354,RETRO SPOT PADDED SEAT CUSHION,2010-Q1,373,1328.91,43,37
22354,RETROSPOT PADDED SEAT CUSHION,2010-Q2,494,1798.5,66,54
22354,RETROSPOT PADDED SEAT CUSHION,2010-Q3,388,1390.2,44,39
22354,RETROSPOT PADDED SEAT CUSHION,2010-Q4,104,390.0,15,15
22354,RETROSPOT PADDED SEAT CUSHION,2011-Q1,257,898.95,20,17
22354,RETROSPOT PADDED SEAT CUSHION,2011-Q2,226,815.1,22,20
22354,RETROSPOT PADDED SEAT CUSHION,2011-Q3,138,503.32,15,11
22354,RETROSPOT PADDED SEAT CUSHION,2011-Q4,50,176.7,5,5
22355,"CHARLOTTE BAG , SUKI DESIGN",2009-Q4,714,593.9,49,43
22355,"CHARLOTTE BAG , SUKI DESIGN",2010-Q1,1932,1516.1,108,80
22355,CHARLOTTE BAG SUKI DESIGN,2010-Q2,3083,2416.45,160,113
22355,CHARLOTTE BAG SUKI DESIGN,2010-Q3,2536,2012.6,155,109
22355,CHARLOTTE BAG SUKI DESIGN,2010-Q4,3302,2654.6,168,112
22355,CHARLOTTE BAG SUKI DESIGN,2011-Q1,2064,1612.7,107,80
22355,CHARLOTTE BAG SUKI DESIGN,2011-Q2,2277,1811.95,156,105
22355,CHARLOTTE BAG SUKI DESIGN,2011-Q3,2100,1686.72,153,108
22355,CHARLOTTE BAG SUKI DESIGN,2011-Q4,1746,1414.68,135,93
22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",2009-Q4,522,417.7,40,36
22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",2010-Q1,2244,1765.7,132,97
22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,2010-Q2,2933,2372.15,184,134
22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,2010-Q3,2435,1926.75,154,115
22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,2010-Q4,1581,1320.45,135,106
22356,CHARLOTTE BAG PINK POLKADOT,2011-Q1,1738,1359.0,105,83
22356,CHARLOTTE BAG PINK POLKADOT,2011-Q2,1708,1343.9,107,73
22356,CHARLOTTE BAG PINK POLKADOT,2011-Q3,1901,1528.75,137,97
22356,CHARLOTTE BAG PINK POLKADOT,2011-Q4,1638,1354.34,114,76
22357,KINGS CHOICE BISCUIT TIN,2010-Q1,375,1557.75,96,90
22357,KINGS CHOICE BISCUIT TIN,2010-Q2,252,1029.0,65,65
22357,KINGS CHOICE BISCUIT TIN,2010-Q3,808,3640.24,31,29
22357,KINGS CHOICE BISCUIT TIN,2010-Q4,154,654.5,46,40
22357,KINGS CHOICE BISCUIT TIN,2011-Q1,151,605.75,31,29
22357,KINGS CHOICE BISCUIT TIN,2011-Q2,56,238.0,18,18
22357,KINGS CHOICE BISCUIT TIN,2011-Q3,30,127.38,11,10
22357,KINGS CHOICE BISCUIT TIN,2011-Q4,63,259.47,18,11
22358,KINGS CHOICE TEA CADDY,2010-Q1,777,2203.35,120,110
22358,KINGS CHOICE TEA CADDY,2010-Q2,450,1269.9,82,77
22358,KINGS CHOICE TEA CADDY,2010-Q3,267,749.25,34,33
22358,KINGS CHOICE TEA CADDY,2010-Q4,398,1087.7,49,43
22358,KINGS CHOICE TEA CADDY,2011-Q1,225,654.15,43,39
22358,KINGS CHOICE TEA CADDY,2011-Q2,65,191.75,21,21
22358,KINGS CHOICE TEA CADDY,2011-Q3,63,185.85,15,15
22358,KINGS CHOICE TEA CADDY,2011-Q4,63,191.53,20,15
22359,"GLASS JAR, KINGS CHOICE SOAP",2010-Q1,60,177.0,13,13
22359,"GLASS JAR, KINGS CHOICE SOAP",2010-Q2,174,491.7,42,40
22359,GLASS JAR KINGS CHOICE,2010-Q3,767,2417.53,21,20
22359,GLASS JAR KINGS CHOICE,2010-Q4,82,241.9,21,21
22359,GLASS JAR KINGS CHOICE,2011-Q1,29,85.55,11,10
22359,GLASS JAR KINGS CHOICE,2011-Q2,56,165.2,15,14
22359,GLASS JAR KINGS CHOICE,2011-Q3,38,112.1,16,14
22359,GLASS JAR KINGS CHOICE,2011-Q4,29,88.39,16,12
22360,"GLASS JAR, ENGLISH CONFECTIONERY",2009-Q4,2,5.9,1,1
22360,GLASS JAR ENGLISH CONFECTIONERY,2010-Q1,104,297.2,20,20
22360,GLASS JAR ENGLISH CONFECTIONERY,2010-Q2,505,1369.75,61,55
22360,GLASS JAR ENGLISH CONFECTIONERY,2010-Q3,301,820.75,37,33
22360,GLASS JAR ENGLISH CONFECTIONERY,2010-Q4,552,1484.4,49,44
22360,GLASS JAR ENGLISH CONFECTIONERY,2011-Q1,223,600.25,21,20
22360,GLASS JAR ENGLISH CONFECTIONERY,2011-Q2,316,856.2,37,33
22360,GLASS JAR ENGLISH CONFECTIONERY,2011-Q3,168,476.4,31,25
22360,GLASS JAR ENGLISH CONFECTIONERY,2011-Q4,127,379.25,46,36
22361,GLASS JAR DAISY FRESH COTTON WOOL,2010-Q1,73,205.75,15,15
22361,GLASS JAR DAISY FRESH COTTON WOOL,2010-Q2,399,1093.05,58,51
22361,GLASS JAR DAISY FRESH COTTON WOOL,2010-Q3,227,631.25,37,32
22361,GLASS JAR DAISY FRESH COTTON WOOL,2010-Q4,301,811.15,32,29
22361,GLASS JAR DAISY FRESH COTTON WOOL,2011-Q1,188,506.6,25,22
22361,GLASS JAR DAISY FRESH COTTON WOOL,2011-Q2,174,484.5,32,28
22361,GLASS JAR DAISY FRESH COTTON WOOL,2011-Q3,75,221.25,29,26
22361,GLASS JAR DAISY FRESH COTTON WOOL,2011-Q4,99,292.05,36,30
22362,GLASS JAR PEACOCK BATH SALTS,2010-Q1,45,132.75,11,11
22362,GLASS JAR PEACOCK BATH SALTS,2010-Q2,161,470.15,49,48
22362,GLASS JAR PEACOCK BATH SALTS,2010-Q3,51,150.45,19,18
22362,GLASS JAR PEACOCK BATH SALTS,2010-Q4,93,274.35,21,21
22362,GLASS JAR PEACOCK BATH SALTS,2011-Q1,168,447.6,17,17
22362,GLASS JAR PEACOCK BATH SALTS,2011-Q2,58,171.1,18,16
22362,GLASS JAR PEACOCK BATH SALTS,2011-Q3,40,120.84,16,15
22362,GLASS JAR PEACOCK BATH SALTS,2011-Q4,59,176.89,26,23
22363,GLASS JAR MARMALADE,2010-Q1,56,155.6,10,10
22363,GLASS JAR MARMALADE,2010-Q2,131,374.45,37,36
22363,GLASS JAR MARMALADE,2010-Q3,46,135.7,12,12
22363,GLASS JAR MARMALADE,2010-Q4,50,147.5,13,13
22363,GLASS JAR MARMALADE,2011-Q1,298,783.1,17,15
22363,GLASS JAR MARMALADE,2011-Q2,84,238.2,17,17
22363,GLASS JAR MARMALADE,2011-Q3,47,129.05,10,9
22363,GLASS JAR MARMALADE,2011-Q4,23,70.69,12,11
22364,GLASS JAR DIGESTIVE BISCUITS,2010-Q1,65,191.75,16,16
22364,GLASS JAR DIGESTIVE BISCUITS,2010-Q2,305,837.35,51,47
22364,GLASS JAR DIGESTIVE BISCUITS,2010-Q3,828,2587.88,31,30
22364,GLASS JAR DIGESTIVE BISCUITS,2010-Q4,187,542.05,35,34
22364,GLASS JAR DIGESTIVE BISCUITS,2011-Q1,127,345.85,21,20
22364,GLASS JAR DIGESTIVE BISCUITS,2011-Q2,172,465.0,27,26
22364,GLASS JAR DIGESTIVE BISCUITS,2011-Q3,153,412.95,18,14
22364,GLASS JAR DIGESTIVE BISCUITS,2011-Q4,59,182.57,25,19
22365,DOORMAT RESPECTABLE HOUSE,2010-Q1,284,1884.2,77,63
22365,DOORMAT RESPECTABLE HOUSE,2010-Q2,197,1369.17,60,52
22365,DOORMAT RESPECTABLE HOUSE,2010-Q3,717,3584.53,42,38
22365,DOORMAT RESPECTABLE HOUSE,2010-Q4,350,2480.66,57,45
22365,DOORMAT RESPECTABLE HOUSE,2011-Q1,82,620.7,32,31
22365,DOORMAT RESPECTABLE HOUSE,2011-Q2,73,544.35,21,19
22365,DOORMAT RESPECTABLE HOUSE,2011-Q3,387,2277.35,34,30
22365,DOORMAT RESPECTABLE HOUSE,2011-Q4,154,1172.44,25,22
22366,DOORMAT AIRMAIL,2010-Q1,365,2473.87,105,91
22366,DOORMAT AIRMAIL,2010-Q2,218,1505.14,55,49
22366,DOORMAT AIRMAIL,2010-Q3,805,4193.23,63,55
22366,DOORMAT AIRMAIL,2010-Q4,311,2244.45,65,62
22366,DOORMAT AIRMAIL,2011-Q1,141,1053.75,44,36
22366,DOORMAT AIRMAIL,2011-Q2,110,802.5,33,32
22366,DOORMAT AIRMAIL,2011-Q3,263,1494.85,35,33
22366,DOORMAT AIRMAIL,2011-Q4,174,1290.42,34,31
22367,CHILDS APRON SPACEBOY DESIGN,2010-Q1,1267,2338.35,160,140
22367,CHILDS APRON SPACEBOY DESIGN,2010-Q2,867,1630.65,116,103
22367,CHILDS APRON SPACEBOY DESIGN,2010-Q3,948,1728.0,123,101
22367,CHILDRENS APRON SPACEBOY DESIGN,2010-Q4,1268,2397.6,179,149
22367,CHILDRENS APRON SPACEBOY DESIGN,2011-Q1,876,1603.2,95,78
22367,CHILDRENS APRON SPACEBOY DESIGN,2011-Q2,618,1145.1,76,69
22367,CHILDRENS APRON SPACEBOY DESIGN,2011-Q3,831,1516.81,86,74
22367,CHILDRENS APRON SPACEBOY DESIGN,2011-Q4,1087,2051.93,168,136
22371,AIRLINE BAG VINTAGE TOKYO 78,2010-Q1,159,934.05,52,46
22371,AIRLINE BAG VINTAGE TOKYO 78,2010-Q2,115,717.65,46,42
22371,AIRLINE BAG VINTAGE TOKYO 78,2010-Q3,126,615.9,55,44
22371,AIRLINE BAG VINTAGE TOKYO 78,2010-Q4,391,1619.75,135,98
22371,AIRLINE BAG VINTAGE TOKYO 78,2011-Q1,149,598.45,36,34
22371,AIRLINE BAG VINTAGE TOKYO 78,2011-Q2,158,652.5,44,36
22371,AIRLINE BAG VINTAGE TOKYO 78,2011-Q3,152,643.88,61,51
22371,AIRLINE BAG VINTAGE TOKYO 78,2011-Q4,293,1269.55,76,55
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,2010-Q1,104,606.4,32,29
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,2010-Q2,58,368.3,30,29
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,2010-Q3,48,243.9,24,21
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,2010-Q4,110,463.9,48,40
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,2011-Q1,45,187.65,15,15
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,2011-Q2,38,161.5,21,19
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,2011-Q3,49,205.85,26,26
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,2011-Q4,80,342.08,32,31
22374,AIRLINE BAG VINTAGE JET SET RED,2010-Q1,103,632.45,42,41
22374,AIRLINE BAG VINTAGE JET SET RED,2010-Q2,128,778.6,50,48
22374,AIRLINE BAG VINTAGE JET SET RED,2010-Q3,63,337.05,34,32
22374,AIRLINE BAG VINTAGE JET SET RED,2010-Q4,206,868.3,76,61
22374,AIRLINE BAG VINTAGE JET SET RED,2011-Q1,72,298.8,24,23
22374,AIRLINE BAG VINTAGE JET SET RED,2011-Q2,64,272.0,28,25
22374,AIRLINE BAG VINTAGE JET SET RED,2011-Q3,120,498.0,38,37
22374,AIRLINE BAG VINTAGE JET SET RED,2011-Q4,149,634.89,49,43
22375,AIRLINE BAG VINTAGE JET SET BROWN,2010-Q1,42,255.9,16,16
22375,AIRLINE BAG VINTAGE JET SET BROWN,2010-Q2,47,285.85,19,18
22375,AIRLINE BAG VINTAGE JET SET BROWN,2010-Q3,38,186.7,23,21
22375,AIRLINE BAG VINTAGE JET SET BROWN,2010-Q4,137,578.65,50,43
22375,AIRLINE BAG VINTAGE JET SET BROWN,2011-Q1,36,149.4,14,13
22375,AIRLINE BAG VINTAGE JET SET BROWN,2011-Q2,40,170.0,21,18
22375,AIRLINE BAG VINTAGE JET SET BROWN,2011-Q3,80,330.4,27,26
22375,AIRLINE BAG VINTAGE JET SET BROWN,2011-Q4,63,265.35,24,22
22376,AIRLINE BAG VINTAGE JET SET WHITE,2010-Q1,54,321.3,23,22
22376,AIRLINE BAG VINTAGE JET SET WHITE,2010-Q2,52,328.4,22,22
22376,AIRLINE BAG VINTAGE JET SET WHITE,2010-Q3,45,237.45,23,21
22376,AIRLINE BAG VINTAGE JET SET WHITE,2010-Q4,124,521.0,48,39
22376,AIRLINE BAG VINTAGE JET SET WHITE,2011-Q1,31,131.75,14,13
22376,AIRLINE BAG VINTAGE JET SET WHITE,2011-Q2,38,161.5,15,15
22376,AIRLINE BAG VINTAGE JET SET WHITE,2011-Q3,42,176.1,18,18
22376,AIRLINE BAG VINTAGE JET SET WHITE,2011-Q4,70,300.34,28,26
22377,BOTTLE BAG RETROSPOT,2010-Q1,827,1606.7,63,56
22377,BOTTLE BAG RETROSPOT,2010-Q2,302,616.7,57,51
22377,BOTTLE BAG RETROSPOT,2010-Q3,845,1587.0,26,23
22377,BOTTLE BAG RETROSPOT,2010-Q4,317,540.7,49,43
22377,BOTTLE BAG RETROSPOT,2011-Q1,564,684.4,38,31
22377,BOTTLE BAG RETROSPOT,2011-Q2,155,275.5,19,19
22377,BOTTLE BAG RETROSPOT,2011-Q3,136,285.6,20,20
22377,BOTTLE BAG RETROSPOT,2011-Q4,66,144.69,16,13
22378,WALL TIDY RETROSPOT,2010-Q1,494,987.4,58,48
22378,WALL TIDY RETROSPOT,2010-Q2,301,619.6,49,36
22378,WALL TIDY RETROSPOT,2010-Q3,322,663.7,50,39
22378,WALL TIDY RETROSPOT,2010-Q4,898,1110.8,42,39
22378,WALL TIDY RETROSPOT,2011-Q1,728,903.8,36,30
22378,WALL TIDY RETROSPOT,2011-Q2,122,193.7,15,13
22378,WALL TIDY RETROSPOT,2011-Q3,136,273.1,21,20
22378,WALL TIDY RETROSPOT,2011-Q4,61,132.16,17,13
22379,RECYCLING BAG RETROSPOT,2010-Q1,2349,4530.4,149,117
22379,RECYCLING BAG RETROSPOT,2010-Q2,1678,3391.3,180,142
22379,RECYCLING BAG RETROSPOT,2010-Q3,2340,4536.25,163,105
22379,RECYCLING BAG RETROSPOT,2010-Q4,2339,4541.9,141,112
22379,RECYCLING BAG RETROSPOT,2011-Q1,1710,3328.5,80,57
22379,RECYCLING BAG RETROSPOT,2011-Q2,1233,2411.3,102,81
22379,RECYCLING BAG RETROSPOT,2011-Q3,1444,2844.96,106,71
22379,RECYCLING BAG RETROSPOT,2011-Q4,1392,2746.27,92,66
22380,TOY TIDY SPACEBOY,2010-Q1,1431,2799.3,119,101
22380,TOY TIDY SPACEBOY,2010-Q2,820,1489.0,56,49
22380,TOY TIDY SPACEBOY,2010-Q3,808,1584.05,102,69
22380,TOY TIDY SPACEBOY,2010-Q4,504,1033.4,88,75
22380,TOY TIDY SPACEBOY,2011-Q1,333,674.3,43,31
22380,TOY TIDY SPACEBOY,2011-Q2,299,615.4,51,45
22380,TOY TIDY SPACEBOY,2011-Q3,193,407.33,38,32
22380,TOY TIDY SPACEBOY,2011-Q4,281,472.72,52,39
22381,TOY TIDY PINK RETROSPOT,2010-Q1,1636,3224.8,159,128
22381,TOY TIDY PINK RETROSPOT,2010-Q2,1554,2977.9,137,108
22381,TOY TIDY PINK RETROSPOT,2010-Q3,1036,2088.1,114,90
22381,TOY TIDY PINK RETROSPOT,2010-Q4,1662,3225.2,107,83
22381,TOY TIDY PINK POLKADOT,2011-Q1,614,1214.4,62,47
22381,TOY TIDY PINK POLKADOT,2011-Q2,903,1758.8,74,56
22381,TOY TIDY PINK POLKADOT,2011-Q3,549,1117.43,80,57
22381,TOY TIDY PINK POLKADOT,2011-Q4,877,1701.85,58,41
22382,LUNCHBAG SPACEBOY DESIGN,2010-Q1,2666,4212.9,218,190
22382,LUNCHBAG SPACEBOY DESIGN,2010-Q2,2629,4247.45,258,199
22382,LUNCH BAG SPACEBOY DESIGN,2010-Q3,3051,4819.75,272,201
22382,LUNCH BAG SPACEBOY DESIGN,2010-Q4,1830,2959.5,225,184
22382,LUNCH BAG SPACEBOY DESIGN,2011-Q1,1853,2937.45,173,141
22382,LUNCH BAG SPACEBOY DESIGN,2011-Q2,2076,3365.4,226,171
22382,LUNCH BAG SPACEBOY DESIGN,2011-Q3,3141,5016.65,288,215
22382,LUNCH BAG SPACEBOY DESIGN,2011-Q4,2361,3808.05,259,199
22383,LUNCHBAG SUKI  DESIGN,2010-Q1,2135,3394.75,176,136
22383,LUNCH BAG SUKI  DESIGN,2010-Q2,4458,6965.7,281,201
22383,LUNCH BAG SUKI  DESIGN,2010-Q3,3871,6183.15,289,199
22383,LUNCH BAG SUKI  DESIGN,2010-Q4,2640,4256.0,257,195
22383,LUNCH BAG SUKI DESIGN,2011-Q1,2380,3757.0,172,143
22383,LUNCH BAG SUKI DESIGN,2011-Q2,3154,5044.1,287,202
22383,LUNCH BAG SUKI DESIGN,2011-Q3,3939,6281.83,324,225
22383,LUNCH BAG SUKI DESIGN,2011-Q4,1627,2654.47,218,161
22384,LUNCHBAG PINK RETROSPOT,2010-Q1,2004,3184.6,173,128
22384,LUNCH BAG PINK RETROSPOT,2010-Q2,3384,5417.6,278,211
22384,LUNCH BAG PINK RETROSPOT,2010-Q3,3480,5506.0,298,219
22384,LUNCH BAG PINK RETROSPOT,2010-Q4,1665,2687.25,192,149
22384,LUNCH BAG PINK POLKADOT,2011-Q1,2016,3196.4,167,140
22384,LUNCH BAG PINK POLKADOT,2011-Q2,2844,4512.6,251,194
22384,LUNCH BAG PINK POLKADOT,2011-Q3,3606,5757.9,315,224
22384,LUNCH BAG PINK POLKADOT,2011-Q4,1446,2338.3,171,128
22385,JUMBO BAG SPACEBOY DESIGN,2010-Q1,1880,3354.0,111,94
22385,JUMBO BAG SPACEBOY DESIGN,2010-Q2,2164,3802.8,124,101
22385,JUMBO BAG SPACEBOY DESIGN,2010-Q3,2549,4544.55,145,114
22385,JUMBO BAG SPACEBOY DESIGN,2010-Q4,1915,3422.25,133,112
22385,JUMBO BAG SPACEBOY DESIGN,2011-Q1,2478,4289.49,96,74
22385,JUMBO BAG SPACEBOY DESIGN,2011-Q2,1598,3044.94,99,76
22385,JUMBO BAG SPACEBOY DESIGN,2011-Q3,2447,4669.26,138,102
22385,JUMBO BAG SPACEBOY DESIGN,2011-Q4,1507,2955.11,125,107
22386,JUMBO BAG PINK WITH WHITE SPOTS,2010-Q1,3459,6139.95,185,145
22386,JUMBO BAG PINK WITH WHITE SPOTS,2010-Q2,4854,8544.3,250,185
22386,JUMBO BAG PINK WITH WHITE SPOTS,2010-Q3,5521,9868.95,284,195
22386,JUMBO BAG PINK WITH WHITE SPOTS,2010-Q4,4146,7382.7,212,175
22386,JUMBO BAG PINK POLKADOT,2011-Q1,4777,8342.97,169,119
22386,JUMBO BAG PINK POLKADOT,2011-Q2,3862,7394.46,210,148
22386,JUMBO BAG PINK POLKADOT,2011-Q3,6021,11326.68,266,184
22386,JUMBO BAG PINK POLKADOT,2011-Q4,5040,9376.65,191,146
22389,PAPERWEIGHT SAVE THE PLANET,2010-Q1,18,40.5,2,2
22389,PAPERWEIGHT SAVE THE PLANET,2010-Q2,113,288.15,24,23
22389,PAPERWEIGHT SAVE THE PLANET,2010-Q3,37,94.35,9,9
22389,PAPERWEIGHT SAVE THE PLANET,2010-Q4,170,229.5,14,14
22389,PAPERWEIGHT SAVE THE PLANET,2011-Q1,64,81.6,7,7
22389,PAPERWEIGHT SAVE THE PLANET,2011-Q2,24,61.2,4,4
22389,PAPERWEIGHT SAVE THE PLANET,2011-Q3,35,89.25,7,7
22389,PAPERWEIGHT SAVE THE PLANET,2011-Q4,175,306.21,13,13
22390,PAPERWEIGHT CHILDHOOD MEMORIES,2010-Q1,60,147.6,2,2
22390,PAPERWEIGHT CHILDHOOD MEMORIES,2010-Q2,117,298.35,17,16
22390,PAPERWEIGHT CHILDHOOD MEMORIES,2010-Q3,85,195.15,10,9
22390,PAPERWEIGHT CHILDHOOD MEMORIES,2010-Q4,322,392.7,18,16
22390,PAPERWEIGHT CHILDHOOD MEMORIES,2011-Q1,68,71.4,3,3
22390,PAPERWEIGHT CHILDHOOD MEMORIES,2011-Q2,42,107.1,4,4
22390,PAPERWEIGHT CHILDHOOD MEMORIES,2011-Q3,24,63.61,6,6
22390,PAPERWEIGHT CHILDHOOD MEMORIES,2011-Q4,83,117.61,13,10
22391,PAPERWEIGHT HOME SWEET HOME,2010-Q1,18,40.5,2,2
22391,PAPERWEIGHT HOME SWEET HOME,2010-Q2,97,247.35,21,21
22391,PAPERWEIGHT HOME SWEET HOME,2010-Q3,18,45.9,6,6
22391,PAPERWEIGHT HOME SWEET HOME,2010-Q4,44,51.0,5,5
22391,PAPERWEIGHT HOME SWEET HOME,2011-Q1,60,71.4,6,6
22391,PAPERWEIGHT HOME SWEET HOME,2011-Q2,7,17.85,2,2
22391,PAPERWEIGHT HOME SWEET HOME,2011-Q3,10,25.5,2,2
22391,PAPERWEIGHT HOME SWEET HOME,2011-Q4,51,45.81,6,6
22393,PAPERWEIGHT VINTAGE COLLAGE,2010-Q1,48,122.4,1,1
22393,PAPERWEIGHT VINTAGE COLLAGE,2010-Q2,105,265.05,21,21
22393,PAPERWEIGHT VINTAGE COLLAGE,2010-Q3,80,182.4,9,9
22393,PAPERWEIGHT VINTAGE COLLAGE,2010-Q4,100,132.6,11,11
22393,PAPERWEIGHT VINTAGE COLLAGE,2011-Q1,78,117.3,8,8
22393,PAPERWEIGHT VINTAGE COLLAGE,2011-Q2,56,142.8,11,11
22393,PAPERWEIGHT VINTAGE COLLAGE,2011-Q3,35,89.25,8,6
22393,PAPERWEIGHT VINTAGE COLLAGE,2011-Q4,298,237.43,20,18
22394,PAPERWEIGHT KINGS CHOICE,2010-Q2,53,135.15,15,15
22394,PAPERWEIGHT KINGS CHOICE,2010-Q3,28,71.4,8,8
